
==================================================
🚀 TRAINING GRPO CON GIUDICE QWEN-0.5B (Security Domain)
==================================================
🔄 Avvio training GRPO...
{'loss': -0.0702, 'grad_norm': 0.65625, 'learning_rate': 9.959999999999999e-07, 'num_tokens': 10307.0, 'completions/mean_length': 87.775, 'completions/min_length': 64.6, 'completions/max_length': 127.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 87.775, 'completions/min_terminated_length': 64.6, 'completions/max_terminated_length': 127.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.6, 'rewards/strict_format_and_content_reward/std': 0.887174105644226, 'rewards/semantic_consistency_reward/mean': 0.03999999761581421, 'rewards/semantic_consistency_reward/std': 0.08944271802902222, 'rewards/conditional_perplexity_reward/mean': 0.2033346951007843, 'rewards/conditional_perplexity_reward/std': 0.07305933460593224, 'reward': 1.843334674835205, 'reward_std': 0.9274021066725254, 'frac_reward_zero_std': 0.0, 'entropy': 1.5574040800333022, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.92460222002119, 'epoch': 0.01}
{'loss': -0.1247, 'grad_norm': 0.703125, 'learning_rate': 7.459999999999999e-07, 'num_tokens': 537851.0, 'completions/mean_length': 108.325, 'completions/min_length': 62.4, 'completions/max_length': 157.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 108.325, 'completions/min_terminated_length': 62.4, 'completions/max_terminated_length': 157.8, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.65, 'rewards/strict_format_and_content_reward/std': 0.9899494528770447, 'rewards/semantic_consistency_reward/mean': -0.009999999403953552, 'rewards/semantic_consistency_reward/std': 0.10528872013092042, 'rewards/conditional_perplexity_reward/mean': 0.24902722835540772, 'rewards/conditional_perplexity_reward/std': 0.06529391556978226, 'reward': 1.639027202129364, 'reward_std': 1.7721700713038444, 'frac_reward_zero_std': 0.0, 'entropy': 1.5187010034918784, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 36.09804012002424, 'epoch': 0.51}
{'loss': -0.0989, 'grad_norm': 0.65625, 'learning_rate': 7.41e-07, 'num_tokens': 548570.0, 'completions/mean_length': 98.375, 'completions/min_length': 60.4, 'completions/max_length': 147.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.375, 'completions/min_terminated_length': 60.4, 'completions/max_terminated_length': 147.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.75, 'rewards/strict_format_and_content_reward/std': 0.609428071975708, 'rewards/semantic_consistency_reward/mean': 0.04000000208616257, 'rewards/semantic_consistency_reward/std': 0.19754406213760375, 'rewards/conditional_perplexity_reward/mean': 0.2297612577676773, 'rewards/conditional_perplexity_reward/std': 0.06780201494693756, 'reward': 1.8947612047195435, 'reward_std': 1.078989489376545, 'frac_reward_zero_std': 0.0, 'entropy': 1.4798226684331894, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.74105861992575, 'epoch': 0.52}
{'loss': -0.0526, 'grad_norm': 0.703125, 'learning_rate': 7.359999999999999e-07, 'num_tokens': 559429.0, 'completions/mean_length': 98.075, 'completions/min_length': 60.8, 'completions/max_length': 153.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 95.68214416503906, 'completions/min_terminated_length': 60.8, 'completions/max_terminated_length': 148.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 1.1049605846405028, 'rewards/semantic_consistency_reward/mean': 0.1099999949336052, 'rewards/semantic_consistency_reward/std': 0.2698817551136017, 'rewards/conditional_perplexity_reward/mean': 0.22579263150691986, 'rewards/conditional_perplexity_reward/std': 0.08694829046726227, 'reward': 1.685792660713196, 'reward_std': 1.6672659441828728, 'frac_reward_zero_std': 0.0, 'entropy': 1.586084133386612, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.5008355000522, 'epoch': 0.53}
{'loss': -0.0106, 'grad_norm': 0.69921875, 'learning_rate': 7.31e-07, 'num_tokens': 569953.0, 'completions/mean_length': 93.9, 'completions/min_length': 58.0, 'completions/max_length': 141.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 91.2107147216797, 'completions/min_terminated_length': 58.0, 'completions/max_terminated_length': 133.6, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.45, 'rewards/strict_format_and_content_reward/std': 1.16066415309906, 'rewards/semantic_consistency_reward/mean': -0.010000000894069671, 'rewards/semantic_consistency_reward/std': 0.17275528907775878, 'rewards/conditional_perplexity_reward/mean': 0.21865907311439514, 'rewards/conditional_perplexity_reward/std': 0.08187456727027893, 'reward': 1.283659040927887, 'reward_std': 2.0089220881462095, 'frac_reward_zero_std': 0.0, 'entropy': 1.4538714841008187, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.744871499855073, 'epoch': 0.54}
{'loss': -0.1257, 'grad_norm': 0.68359375, 'learning_rate': 7.259999999999999e-07, 'num_tokens': 580335.0, 'completions/mean_length': 93.15, 'completions/min_length': 55.0, 'completions/max_length': 141.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 93.15, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 141.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.725, 'rewards/strict_format_and_content_reward/std': 0.77781742811203, 'rewards/semantic_consistency_reward/mean': 0.18999999463558198, 'rewards/semantic_consistency_reward/std': 0.30694475769996643, 'rewards/conditional_perplexity_reward/mean': 0.2096652865409851, 'rewards/conditional_perplexity_reward/std': 0.05229473412036896, 'reward': 1.999665379524231, 'reward_std': 1.3128455981612206, 'frac_reward_zero_std': 0.0, 'entropy': 1.4849110782146453, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.43374401992187, 'epoch': 0.55}
{'loss': -0.0395, 'grad_norm': 0.74609375, 'learning_rate': 7.21e-07, 'num_tokens': 590927.0, 'completions/mean_length': 89.7, 'completions/min_length': 55.0, 'completions/max_length': 151.6, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 86.49642944335938, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 129.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.875, 'rewards/strict_format_and_content_reward/std': 0.35355337858200075, 'rewards/semantic_consistency_reward/mean': 0.21999998688697814, 'rewards/semantic_consistency_reward/std': 0.30714349150657655, 'rewards/conditional_perplexity_reward/mean': 0.21319950222969056, 'rewards/conditional_perplexity_reward/std': 0.07219836041331291, 'reward': 2.3081994533538817, 'reward_std': 0.6160460636019707, 'frac_reward_zero_std': 0.0, 'entropy': 1.5399548634886742, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.03783731982112, 'epoch': 0.56}
{'loss': -0.1085, 'grad_norm': 0.77734375, 'learning_rate': 7.159999999999999e-07, 'num_tokens': 601649.0, 'completions/mean_length': 102.65, 'completions/min_length': 61.6, 'completions/max_length': 158.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 100.05714416503906, 'completions/min_terminated_length': 61.6, 'completions/max_terminated_length': 148.0, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.4, 'rewards/strict_format_and_content_reward/std': 1.2575021505355835, 'rewards/semantic_consistency_reward/mean': 0.054999998211860655, 'rewards/semantic_consistency_reward/std': 0.32027257680892945, 'rewards/conditional_perplexity_reward/mean': 0.23872450590133668, 'rewards/conditional_perplexity_reward/std': 0.07250939905643464, 'reward': 1.3187244296073914, 'reward_std': 2.2253556907176972, 'frac_reward_zero_std': 0.0, 'entropy': 1.496618303656578, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.7720039000269, 'epoch': 0.57}
{'loss': -0.0156, 'grad_norm': 0.77734375, 'learning_rate': 7.11e-07, 'num_tokens': 612725.0, 'completions/mean_length': 97.3, 'completions/min_length': 67.0, 'completions/max_length': 134.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 97.3, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 134.0, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.4242640495300293, 'rewards/semantic_consistency_reward/mean': 0.17000000029802323, 'rewards/semantic_consistency_reward/std': 0.3399755597114563, 'rewards/conditional_perplexity_reward/mean': 0.22998481690883638, 'rewards/conditional_perplexity_reward/std': 0.07665148898959159, 'reward': 2.2499848365783692, 'reward_std': 0.7698027223348618, 'frac_reward_zero_std': 0.0, 'entropy': 1.5306423276662826, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.308270180085675, 'epoch': 0.58}
{'loss': -0.0545, 'grad_norm': 0.7578125, 'learning_rate': 7.059999999999999e-07, 'num_tokens': 622598.0, 'completions/mean_length': 84.525, 'completions/min_length': 55.4, 'completions/max_length': 135.8, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 81.70714416503907, 'completions/min_terminated_length': 55.4, 'completions/max_terminated_length': 119.0, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.925, 'rewards/strict_format_and_content_reward/std': 0.21213202476501464, 'rewards/semantic_consistency_reward/mean': 0.11499999761581421, 'rewards/semantic_consistency_reward/std': 0.17068310379981994, 'rewards/conditional_perplexity_reward/mean': 0.2049844205379486, 'rewards/conditional_perplexity_reward/std': 0.0710296705365181, 'reward': 2.2449843883514404, 'reward_std': 0.4070667907595634, 'frac_reward_zero_std': 0.0, 'entropy': 1.4172294571995736, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.067668840149416, 'epoch': 0.59}
{'loss': -0.0499, 'grad_norm': 0.73046875, 'learning_rate': 7.009999999999999e-07, 'num_tokens': 632792.0, 'completions/mean_length': 92.65, 'completions/min_length': 63.8, 'completions/max_length': 149.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 90.22142944335937, 'completions/min_terminated_length': 63.8, 'completions/max_terminated_length': 141.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.4242640495300293, 'rewards/semantic_consistency_reward/mean': -0.015000000596046448, 'rewards/semantic_consistency_reward/std': 0.0930437684059143, 'rewards/conditional_perplexity_reward/mean': 0.2225843369960785, 'rewards/conditional_perplexity_reward/std': 0.07186581939458847, 'reward': 1.9325843453407288, 'reward_std': 0.7936427466571331, 'frac_reward_zero_std': 0.0, 'entropy': 1.5151472449302674, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.33307218006812, 'epoch': 0.6}
{'eval_loss': -0.02280697412788868, 'eval_runtime': 1322.0839, 'eval_samples_per_second': 0.076, 'eval_steps_per_second': 0.01, 'eval_num_tokens': 632792.0, 'eval_completions/mean_length': 95.5625, 'eval_completions/min_length': 60.92, 'eval_completions/max_length': 141.9, 'eval_completions/clipped_ratio': 0.015, 'eval_completions/mean_terminated_length': 93.98428619384765, 'eval_completions/min_terminated_length': 60.92, 'eval_completions/max_terminated_length': 133.84, 'eval_rewards/lazy_penalty_reward/mean': -0.1625, 'eval_rewards/lazy_penalty_reward/std': 0.43519975900650026, 'eval_rewards/strict_format_and_content_reward/mean': 1.745, 'eval_rewards/strict_format_and_content_reward/std': 0.6389177346229553, 'eval_rewards/semantic_consistency_reward/mean': 0.12449999466538429, 'eval_rewards/semantic_consistency_reward/std': 0.22372205197811126, 'eval_rewards/conditional_perplexity_reward/mean': 0.23917354613542557, 'eval_rewards/conditional_perplexity_reward/std': 0.07692463079467415, 'eval_reward': 1.9461735248565675, 'eval_reward_std': 1.2478828719258308, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.4874826407432555, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 0.6}
{'loss': 0.0128, 'grad_norm': 0.80078125, 'learning_rate': 6.959999999999999e-07, 'num_tokens': 643663.0, 'completions/mean_length': 99.775, 'completions/min_length': 47.2, 'completions/max_length': 162.6, 'completions/clipped_ratio': 0.1, 'completions/mean_terminated_length': 89.45952606201172, 'completions/min_terminated_length': 47.2, 'completions/max_terminated_length': 138.6, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.1, 'rewards/strict_format_and_content_reward/std': 1.741617774963379, 'rewards/semantic_consistency_reward/mean': 0.009999996423721314, 'rewards/semantic_consistency_reward/std': 0.21748892068862916, 'rewards/conditional_perplexity_reward/mean': 0.23758665323257447, 'rewards/conditional_perplexity_reward/std': 0.06634064763784409, 'reward': 0.9725866913795471, 'reward_std': 2.6579225197434426, 'frac_reward_zero_std': 0.0, 'entropy': 1.4529132008552552, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 34.5305258798413, 'epoch': 0.61}
{'loss': -0.0309, 'grad_norm': 0.71875, 'learning_rate': 6.909999999999999e-07, 'num_tokens': 654336.0, 'completions/mean_length': 88.025, 'completions/min_length': 58.6, 'completions/max_length': 137.2, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 81.5, 'completions/min_terminated_length': 58.6, 'completions/max_terminated_length': 119.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.725, 'rewards/strict_format_and_content_reward/std': 0.4949747323989868, 'rewards/semantic_consistency_reward/mean': 0.14499999284744264, 'rewards/semantic_consistency_reward/std': 0.3196248531341553, 'rewards/conditional_perplexity_reward/mean': 0.24629724025726318, 'rewards/conditional_perplexity_reward/std': 0.09446332603693008, 'reward': 1.991297197341919, 'reward_std': 1.0673857092857362, 'frac_reward_zero_std': 0.0, 'entropy': 1.3916451573371886, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.341213879780845, 'epoch': 0.62}
{'loss': -0.0989, 'grad_norm': 0.67578125, 'learning_rate': 6.86e-07, 'num_tokens': 665109.0, 'completions/mean_length': 91.125, 'completions/min_length': 53.2, 'completions/max_length': 132.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 91.125, 'completions/min_terminated_length': 53.2, 'completions/max_terminated_length': 132.6, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 2.0, 'rewards/strict_format_and_content_reward/std': 0.0, 'rewards/semantic_consistency_reward/mean': 0.1299999937415123, 'rewards/semantic_consistency_reward/std': 0.4066607654094696, 'rewards/conditional_perplexity_reward/mean': 0.21101813316345214, 'rewards/conditional_perplexity_reward/std': 0.07102190852165222, 'reward': 2.341018056869507, 'reward_std': 0.41345320641994476, 'frac_reward_zero_std': 0.0, 'entropy': 1.441551324725151, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.05553045999259, 'epoch': 0.63}
{'loss': -0.0421, 'grad_norm': 0.6796875, 'learning_rate': 6.81e-07, 'num_tokens': 674995.0, 'completions/mean_length': 85.35, 'completions/min_length': 62.2, 'completions/max_length': 127.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 85.35, 'completions/min_terminated_length': 62.2, 'completions/max_terminated_length': 127.4, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.46291003227233884, 'rewards/strict_format_and_content_reward/mean': 1.55, 'rewards/strict_format_and_content_reward/std': 0.9797561168670654, 'rewards/semantic_consistency_reward/mean': 0.38499999046325684, 'rewards/semantic_consistency_reward/std': 0.5701874315738678, 'rewards/conditional_perplexity_reward/mean': 0.23929259479045867, 'rewards/conditional_perplexity_reward/std': 0.0694538600742817, 'reward': 1.9242925643920898, 'reward_std': 1.8801931738853455, 'frac_reward_zero_std': 0.0, 'entropy': 1.3904517382383346, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.326733900234103, 'epoch': 0.64}
{'loss': -0.0409, 'grad_norm': 0.59765625, 'learning_rate': 6.76e-07, 'num_tokens': 685614.0, 'completions/mean_length': 96.175, 'completions/min_length': 62.8, 'completions/max_length': 140.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 93.51428680419922, 'completions/min_terminated_length': 62.8, 'completions/max_terminated_length': 125.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.775, 'rewards/strict_format_and_content_reward/std': 0.636396074295044, 'rewards/semantic_consistency_reward/mean': 0.17499999701976776, 'rewards/semantic_consistency_reward/std': 0.3668558657169342, 'rewards/conditional_perplexity_reward/mean': 0.23001538217067719, 'rewards/conditional_perplexity_reward/std': 0.07444283366203308, 'reward': 2.0550153732299803, 'reward_std': 1.274613083899021, 'frac_reward_zero_std': 0.0, 'entropy': 1.4657768070697785, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.162218319950625, 'epoch': 0.65}
{'loss': 0.0512, 'grad_norm': 0.66796875, 'learning_rate': 6.71e-07, 'num_tokens': 696209.0, 'completions/mean_length': 96.475, 'completions/min_length': 59.4, 'completions/max_length': 142.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 96.475, 'completions/min_terminated_length': 59.4, 'completions/max_terminated_length': 142.6, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.525, 'rewards/strict_format_and_content_reward/std': 1.2054354071617126, 'rewards/semantic_consistency_reward/mean': -0.015000000596046448, 'rewards/semantic_consistency_reward/std': 0.0930437684059143, 'rewards/conditional_perplexity_reward/mean': 0.22414786517620086, 'rewards/conditional_perplexity_reward/std': 0.0764569915831089, 'reward': 1.484147882461548, 'reward_std': 1.7151040315628052, 'frac_reward_zero_std': 0.0, 'entropy': 1.5082785606384277, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.245505940075965, 'epoch': 0.66}
{'loss': -0.0816, 'grad_norm': 0.62109375, 'learning_rate': 6.66e-07, 'num_tokens': 707210.0, 'completions/mean_length': 102.925, 'completions/min_length': 65.2, 'completions/max_length': 142.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 102.925, 'completions/min_terminated_length': 65.2, 'completions/max_terminated_length': 142.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.85, 'rewards/strict_format_and_content_reward/std': 0.4242640495300293, 'rewards/semantic_consistency_reward/mean': 0.06999999731779098, 'rewards/semantic_consistency_reward/std': 0.2841156244277954, 'rewards/conditional_perplexity_reward/mean': 0.24655112028121948, 'rewards/conditional_perplexity_reward/std': 0.08717902898788452, 'reward': 2.041551184654236, 'reward_std': 1.0138403370976448, 'frac_reward_zero_std': 0.0, 'entropy': 1.4817379280924796, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.541151200095193, 'epoch': 0.67}
{'loss': -0.0683, 'grad_norm': 0.62890625, 'learning_rate': 6.61e-07, 'num_tokens': 717762.0, 'completions/mean_length': 92.7, 'completions/min_length': 61.0, 'completions/max_length': 136.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.7, 'completions/min_terminated_length': 61.0, 'completions/max_terminated_length': 136.6, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 2.0, 'rewards/strict_format_and_content_reward/std': 0.0, 'rewards/semantic_consistency_reward/mean': 0.12999999523162842, 'rewards/semantic_consistency_reward/std': 0.19029622077941893, 'rewards/conditional_perplexity_reward/mean': 0.23425155580043794, 'rewards/conditional_perplexity_reward/std': 0.06695770844817162, 'reward': 2.3642516136169434, 'reward_std': 0.23524679839611054, 'frac_reward_zero_std': 0.0, 'entropy': 1.4113718688488006, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.311036639893427, 'epoch': 0.68}
{'loss': -0.0463, 'grad_norm': 0.66015625, 'learning_rate': 6.56e-07, 'num_tokens': 728986.0, 'completions/mean_length': 100.5, 'completions/min_length': 67.2, 'completions/max_length': 136.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 100.5, 'completions/min_terminated_length': 67.2, 'completions/max_terminated_length': 136.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.8, 'rewards/strict_format_and_content_reward/std': 0.5656854033470153, 'rewards/semantic_consistency_reward/mean': 0.019999997317790986, 'rewards/semantic_consistency_reward/std': 0.1708587646484375, 'rewards/conditional_perplexity_reward/mean': 0.24454944729804992, 'rewards/conditional_perplexity_reward/std': 0.07274950221180916, 'reward': 2.064549469947815, 'reward_std': 0.7675341822206974, 'frac_reward_zero_std': 0.0, 'entropy': 1.5357083261013031, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.228899259958418, 'epoch': 0.69}
{'loss': 0.0434, 'grad_norm': 0.68359375, 'learning_rate': 6.51e-07, 'num_tokens': 739560.0, 'completions/mean_length': 99.25, 'completions/min_length': 63.8, 'completions/max_length': 161.8, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 96.27142944335938, 'completions/min_terminated_length': 63.8, 'completions/max_terminated_length': 143.2, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.925, 'rewards/strict_format_and_content_reward/std': 0.21213202476501464, 'rewards/semantic_consistency_reward/mean': 0.12999999821186065, 'rewards/semantic_consistency_reward/std': 0.32579859495162966, 'rewards/conditional_perplexity_reward/mean': 0.23508889675140382, 'rewards/conditional_perplexity_reward/std': 0.05990298762917519, 'reward': 2.29008891582489, 'reward_std': 0.5549870125949383, 'frac_reward_zero_std': 0.0, 'entropy': 1.4764016255736352, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 34.701823160192, 'epoch': 0.7}
{'loss': -0.0135, 'grad_norm': 0.6796875, 'learning_rate': 6.46e-07, 'num_tokens': 750553.0, 'completions/mean_length': 95.925, 'completions/min_length': 64.0, 'completions/max_length': 151.4, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 93.2500015258789, 'completions/min_terminated_length': 64.0, 'completions/max_terminated_length': 135.2, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.29500000476837157, 'rewards/semantic_consistency_reward/std': 0.350561660528183, 'rewards/conditional_perplexity_reward/mean': 0.26766479313373565, 'rewards/conditional_perplexity_reward/std': 0.06356769725680352, 'reward': 1.887664794921875, 'reward_std': 2.194565658271313, 'frac_reward_zero_std': 0.0, 'entropy': 1.409155510365963, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.51561476010829, 'epoch': 0.71}
