📥 Caricamento modello: Qwen/Qwen2.5-3B-Instruct...
🚀 Lancio Training Qwen 3B - Mode: Ground Truth Comparison
Dataset: ../dataset_qwen_safe_only_v2
🚀 Lancio Training Qwen 3B - Mode: Ground Truth Comparison
{'loss': -0.0171, 'grad_norm': 0.984375, 'learning_rate': 1.9771428571428574e-05, 'num_tokens': 22208.0, 'completions/mean_length': 49.6, 'completions/min_length': 38.0, 'completions/max_length': 60.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 49.6, 'completions/min_terminated_length': 38.0, 'completions/max_terminated_length': 60.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3936800569295883, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.28717870712280275, 'rewards/reward_technical_quality_fn/mean': 1.725, 'rewards/reward_technical_quality_fn/std': 0.4738378882408142, 'reward': 3.118680000305176, 'reward_std': 0.46634358167648315, 'frac_reward_zero_std': 0.1, 'entropy': 0.4711373895406723, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 22.451892479951493, 'epoch': 0.01}
{'loss': 0.0246, 'grad_norm': 0.83984375, 'learning_rate': 1.2914285714285715e-05, 'num_tokens': 560863.0, 'completions/mean_length': 63.1, 'completions/min_length': 48.2, 'completions/max_length': 80.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 63.1, 'completions/min_terminated_length': 48.2, 'completions/max_terminated_length': 80.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.32823426723480226, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.45791966915130616, 'rewards/reward_technical_quality_fn/mean': 2.0, 'rewards/reward_technical_quality_fn/std': 0.0, 'reward': 3.3282341957092285, 'reward_std': 0.45791963040828704, 'frac_reward_zero_std': 0.1, 'entropy': 0.4805834416300058, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.15636373992311, 'epoch': 0.13}
{'loss': -0.0147, 'grad_norm': 0.53125, 'learning_rate': 1.262857142857143e-05, 'num_tokens': 583592.0, 'completions/mean_length': 60.325, 'completions/min_length': 49.4, 'completions/max_length': 77.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 60.325, 'completions/min_terminated_length': 49.4, 'completions/max_terminated_length': 77.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.6157215237617493, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3657501757144928, 'rewards/reward_technical_quality_fn/mean': 1.925, 'rewards/reward_technical_quality_fn/std': 0.1632926881313324, 'reward': 3.5407214164733887, 'reward_std': 0.4329115003347397, 'frac_reward_zero_std': 0.1, 'entropy': 0.4453938793390989, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.097709980001675, 'epoch': 0.13}
{'loss': -0.0431, 'grad_norm': 1.0859375, 'learning_rate': 1.2342857142857144e-05, 'num_tokens': 606578.0, 'completions/mean_length': 65.65, 'completions/min_length': 49.2, 'completions/max_length': 91.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 65.65, 'completions/min_terminated_length': 49.2, 'completions/max_terminated_length': 91.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.31010388433933256, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.37583581209182737, 'rewards/reward_technical_quality_fn/mean': 1.925, 'rewards/reward_technical_quality_fn/std': 0.1632926881313324, 'reward': 3.2351038455963135, 'reward_std': 0.45831186771392823, 'frac_reward_zero_std': 0.0, 'entropy': 0.6422268249094486, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 27.955815059994347, 'epoch': 0.14}
{'loss': 0.0169, 'grad_norm': 0.88671875, 'learning_rate': 1.2057142857142858e-05, 'num_tokens': 629228.0, 'completions/mean_length': 62.95, 'completions/min_length': 47.2, 'completions/max_length': 83.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 62.95, 'completions/min_terminated_length': 47.2, 'completions/max_terminated_length': 83.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.43717660307884215, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4494995057582855, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.4121766090393066, 'reward_std': 0.47116453647613527, 'frac_reward_zero_std': 0.0, 'entropy': 0.5081803038716316, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.485129699925892, 'epoch': 0.14}
{'loss': -0.0181, 'grad_norm': 0.89453125, 'learning_rate': 1.177142857142857e-05, 'num_tokens': 652212.0, 'completions/mean_length': 67.6, 'completions/min_length': 51.0, 'completions/max_length': 91.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 67.6, 'completions/min_terminated_length': 51.0, 'completions/max_terminated_length': 91.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.45763096362352373, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3884681582450867, 'rewards/reward_technical_quality_fn/mean': 1.925, 'rewards/reward_technical_quality_fn/std': 0.1632926881313324, 'reward': 3.3826309204101563, 'reward_std': 0.47521222233772276, 'frac_reward_zero_std': 0.0, 'entropy': 0.6439627327024937, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 28.06655425997451, 'epoch': 0.15}
{'loss': -0.0183, 'grad_norm': 0.94921875, 'learning_rate': 1.1485714285714287e-05, 'num_tokens': 675267.0, 'completions/mean_length': 66.475, 'completions/min_length': 50.4, 'completions/max_length': 88.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 66.475, 'completions/min_terminated_length': 50.4, 'completions/max_terminated_length': 88.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5367532312870026, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.39825951457023623, 'rewards/reward_technical_quality_fn/mean': 1.95, 'rewards/reward_technical_quality_fn/std': 0.1414213538169861, 'reward': 3.4867531776428224, 'reward_std': 0.4465422213077545, 'frac_reward_zero_std': 0.1, 'entropy': 0.6018234878778458, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 27.901708480040543, 'epoch': 0.15}
{'loss': -0.0136, 'grad_norm': 0.61328125, 'learning_rate': 1.1200000000000001e-05, 'num_tokens': 698024.0, 'completions/mean_length': 65.325, 'completions/min_length': 48.8, 'completions/max_length': 83.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 65.325, 'completions/min_terminated_length': 48.8, 'completions/max_terminated_length': 83.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.22049236446619033, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.31957325637340545, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.195492315292358, 'reward_std': 0.36396699845790864, 'frac_reward_zero_std': 0.1, 'entropy': 0.6037962000817061, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.560422899969854, 'epoch': 0.16}
{'loss': -0.0044, 'grad_norm': 0.9296875, 'learning_rate': 1.0914285714285716e-05, 'num_tokens': 721057.0, 'completions/mean_length': 72.225, 'completions/min_length': 56.0, 'completions/max_length': 100.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 72.225, 'completions/min_terminated_length': 56.0, 'completions/max_terminated_length': 100.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7024243950843811, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6488623023033142, 'rewards/reward_technical_quality_fn/mean': 1.825, 'rewards/reward_technical_quality_fn/std': 0.49497473835945127, 'reward': 3.527424383163452, 'reward_std': 0.8979363322257996, 'frac_reward_zero_std': 0.0, 'entropy': 0.6600353784859181, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.405129519978072, 'epoch': 0.16}
{'loss': -0.0447, 'grad_norm': 0.82421875, 'learning_rate': 1.062857142857143e-05, 'num_tokens': 743831.0, 'completions/mean_length': 66.15, 'completions/min_length': 50.6, 'completions/max_length': 83.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 66.15, 'completions/min_terminated_length': 50.6, 'completions/max_terminated_length': 83.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.15063491612672805, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.47791849374771117, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.1256349086761475, 'reward_std': 0.5158073216676712, 'frac_reward_zero_std': 0.0, 'entropy': 0.6337053887546062, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.486853000009432, 'epoch': 0.17}
{'loss': -0.0194, 'grad_norm': 0.90234375, 'learning_rate': 1.0342857142857143e-05, 'num_tokens': 766859.0, 'completions/mean_length': 62.1, 'completions/min_length': 47.4, 'completions/max_length': 79.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 62.1, 'completions/min_terminated_length': 47.4, 'completions/max_terminated_length': 79.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.2202135816216469, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4140275090932846, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.195213556289673, 'reward_std': 0.42874047756195066, 'frac_reward_zero_std': 0.1, 'entropy': 0.534895496815443, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.136428419977893, 'epoch': 0.17}
{'loss': -0.0201, 'grad_norm': 1.125, 'learning_rate': 1.0057142857142859e-05, 'num_tokens': 790461.0, 'completions/mean_length': 73.85, 'completions/min_length': 55.6, 'completions/max_length': 96.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 73.85, 'completions/min_terminated_length': 55.6, 'completions/max_terminated_length': 96.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5230601549148559, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3353917896747589, 'rewards/reward_technical_quality_fn/mean': 1.925, 'rewards/reward_technical_quality_fn/std': 0.21213203072547912, 'reward': 3.448060131072998, 'reward_std': 0.4640846073627472, 'frac_reward_zero_std': 0.0, 'entropy': 0.6909462250769138, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.055648759985342, 'epoch': 0.18}
{'loss': -0.0487, 'grad_norm': 1.0390625, 'learning_rate': 9.771428571428571e-06, 'num_tokens': 813345.0, 'completions/mean_length': 67.6, 'completions/min_length': 49.0, 'completions/max_length': 98.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 67.6, 'completions/min_terminated_length': 49.0, 'completions/max_terminated_length': 98.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.15188924521207808, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.32572211027145387, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.126889228820801, 'reward_std': 0.3801940977573395, 'frac_reward_zero_std': 0.0, 'entropy': 0.6506939575076103, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.62283481999766, 'epoch': 0.18}
{'loss': -0.0248, 'grad_norm': 0.85546875, 'learning_rate': 9.485714285714287e-06, 'num_tokens': 836703.0, 'completions/mean_length': 76.25, 'completions/min_length': 57.4, 'completions/max_length': 107.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 76.25, 'completions/min_terminated_length': 57.4, 'completions/max_terminated_length': 107.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.43546083346009257, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.31747825145721437, 'rewards/reward_technical_quality_fn/mean': 1.95, 'rewards/reward_technical_quality_fn/std': 0.1414213538169861, 'reward': 3.38546085357666, 'reward_std': 0.36765758991241454, 'frac_reward_zero_std': 0.1, 'entropy': 0.6535123638808727, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.486898940033278, 'epoch': 0.19}
{'loss': -0.0381, 'grad_norm': 1.0859375, 'learning_rate': 9.200000000000002e-06, 'num_tokens': 859536.0, 'completions/mean_length': 68.125, 'completions/min_length': 47.6, 'completions/max_length': 87.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 68.125, 'completions/min_terminated_length': 47.6, 'completions/max_terminated_length': 87.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3321802087128162, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.36109836101531984, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.307180166244507, 'reward_std': 0.4147606611251831, 'frac_reward_zero_std': 0.0, 'entropy': 0.6731320455670357, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 27.146594459982587, 'epoch': 0.19}
{'loss': -0.0713, 'grad_norm': 1.03125, 'learning_rate': 8.914285714285716e-06, 'num_tokens': 883569.0, 'completions/mean_length': 79.525, 'completions/min_length': 54.0, 'completions/max_length': 111.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 79.525, 'completions/min_terminated_length': 54.0, 'completions/max_terminated_length': 111.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.4097833544015884, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.35532971024513244, 'rewards/reward_technical_quality_fn/mean': 1.9, 'rewards/reward_technical_quality_fn/std': 0.2828427076339722, 'reward': 3.3097833156585694, 'reward_std': 0.4577403783798218, 'frac_reward_zero_std': 0.0, 'entropy': 0.7104916512966156, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.92512666002149, 'epoch': 0.2}
{'loss': -0.0395, 'grad_norm': 0.94140625, 'learning_rate': 8.628571428571429e-06, 'num_tokens': 906353.0, 'completions/mean_length': 71.3, 'completions/min_length': 50.8, 'completions/max_length': 95.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 71.3, 'completions/min_terminated_length': 50.8, 'completions/max_terminated_length': 95.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.4998305320739746, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4238917946815491, 'rewards/reward_technical_quality_fn/mean': 1.95, 'rewards/reward_technical_quality_fn/std': 0.1414213538169861, 'reward': 3.4498305320739746, 'reward_std': 0.44220735430717467, 'frac_reward_zero_std': 0.0, 'entropy': 0.6235514670610428, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 28.699619619944134, 'epoch': 0.2}
{'loss': -0.0024, 'grad_norm': 0.828125, 'learning_rate': 8.342857142857143e-06, 'num_tokens': 929727.0, 'completions/mean_length': 74.95, 'completions/min_length': 55.6, 'completions/max_length': 99.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 74.95, 'completions/min_terminated_length': 55.6, 'completions/max_terminated_length': 99.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.4087752431631088, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3898959219455719, 'rewards/reward_technical_quality_fn/mean': 1.9, 'rewards/reward_technical_quality_fn/std': 0.2828427076339722, 'reward': 3.3087751388549806, 'reward_std': 0.513260418176651, 'frac_reward_zero_std': 0.1, 'entropy': 0.7027884945273399, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.638539239997044, 'epoch': 0.21}
{'loss': -0.032, 'grad_norm': 0.8984375, 'learning_rate': 8.057142857142857e-06, 'num_tokens': 952775.0, 'completions/mean_length': 76.0, 'completions/min_length': 54.4, 'completions/max_length': 102.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 76.0, 'completions/min_terminated_length': 54.4, 'completions/max_terminated_length': 102.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.26737273335456846, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.2730799615383148, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.24237265586853, 'reward_std': 0.33588345646858214, 'frac_reward_zero_std': 0.1, 'entropy': 0.6942516461014747, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.00552905999357, 'epoch': 0.21}
{'loss': -0.085, 'grad_norm': 0.5234375, 'learning_rate': 7.771428571428572e-06, 'num_tokens': 975942.0, 'completions/mean_length': 75.775, 'completions/min_length': 56.2, 'completions/max_length': 117.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 75.775, 'completions/min_terminated_length': 56.2, 'completions/max_terminated_length': 117.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.10742063820362091, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3967943906784058, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.0824206352233885, 'reward_std': 0.42566407322883604, 'frac_reward_zero_std': 0.1, 'entropy': 0.6641427516937256, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.929058740043544, 'epoch': 0.22}
{'loss': -0.0634, 'grad_norm': 0.81640625, 'learning_rate': 7.485714285714286e-06, 'num_tokens': 1000115.0, 'completions/mean_length': 93.125, 'completions/min_length': 64.8, 'completions/max_length': 137.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 93.125, 'completions/min_terminated_length': 64.8, 'completions/max_terminated_length': 137.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5223344147205353, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.370811802148819, 'rewards/reward_technical_quality_fn/mean': 1.9, 'rewards/reward_technical_quality_fn/std': 0.2828427076339722, 'reward': 3.422334384918213, 'reward_std': 0.6232275307178498, 'frac_reward_zero_std': 0.0, 'entropy': 0.8115321815013885, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 37.20916400004644, 'epoch': 0.22}
{'loss': -0.0721, 'grad_norm': 0.71875, 'learning_rate': 7.2000000000000005e-06, 'num_tokens': 1024128.0, 'completions/mean_length': 94.825, 'completions/min_length': 58.4, 'completions/max_length': 143.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.825, 'completions/min_terminated_length': 58.4, 'completions/max_terminated_length': 143.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.6453854262828826, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4825883686542511, 'rewards/reward_technical_quality_fn/mean': 2.0, 'rewards/reward_technical_quality_fn/std': 0.0, 'reward': 3.6453854560852053, 'reward_std': 0.48258835077285767, 'frac_reward_zero_std': 0.0, 'entropy': 0.815253884345293, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 38.50666732002283, 'epoch': 0.23}
{'loss': -0.0162, 'grad_norm': 0.96484375, 'learning_rate': 6.914285714285715e-06, 'num_tokens': 1048516.0, 'completions/mean_length': 100.7, 'completions/min_length': 64.4, 'completions/max_length': 148.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 100.7, 'completions/min_terminated_length': 64.4, 'completions/max_terminated_length': 148.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3980760954320431, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3380038470029831, 'rewards/reward_technical_quality_fn/mean': 1.9, 'rewards/reward_technical_quality_fn/std': 0.23400336503982544, 'reward': 3.2980760097503663, 'reward_std': 0.4572144359350204, 'frac_reward_zero_std': 0.0, 'entropy': 0.8860219493508339, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 39.566949360060974, 'epoch': 0.23}
{'loss': -0.0776, 'grad_norm': 0.83984375, 'learning_rate': 6.628571428571428e-06, 'num_tokens': 1072701.0, 'completions/mean_length': 97.825, 'completions/min_length': 65.6, 'completions/max_length': 146.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 97.825, 'completions/min_terminated_length': 65.6, 'completions/max_terminated_length': 146.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.3717217057943344, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.47009106874465945, 'rewards/reward_technical_quality_fn/mean': 1.975, 'rewards/reward_technical_quality_fn/std': 0.07071067690849304, 'reward': 3.3467216968536375, 'reward_std': 0.46181355118751527, 'frac_reward_zero_std': 0.0, 'entropy': 0.8137414172291756, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 38.76768609995488, 'epoch': 0.24}
{'loss': -0.0744, 'grad_norm': 0.87890625, 'learning_rate': 6.342857142857143e-06, 'num_tokens': 1097032.0, 'completions/mean_length': 102.375, 'completions/min_length': 57.8, 'completions/max_length': 159.4, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 100.02857208251953, 'completions/min_terminated_length': 57.8, 'completions/max_terminated_length': 154.8, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5730647087097168, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.8487663686275482, 'rewards/reward_technical_quality_fn/mean': 1.9, 'rewards/reward_technical_quality_fn/std': 0.2828427076339722, 'reward': 3.373064565658569, 'reward_std': 1.4098678469657897, 'frac_reward_zero_std': 0.0, 'entropy': 0.8698179222643375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 41.13274492000928, 'epoch': 0.24}
