INFO:accelerate.utils.modeling:We will use 90% of the memory on device 0 for storing the model, and 10% for the buffer to avoid OOM. You can set `max_memory` in to a higher value to use more memory (at your own risk).
{'loss': 2.6377, 'grad_norm': 1.803217887878418, 'learning_rate': 0.0001991913746630728, 'epoch': 0.013481631277384564}
{'loss': 0.2504, 'grad_norm': 0.4934881925582886, 'learning_rate': 9.613656783468104e-06, 'epoch': 2.857431749241658}
{'loss': 0.2644, 'grad_norm': 0.5647826790809631, 'learning_rate': 8.715184186882301e-06, 'epoch': 2.8709133805190428}
{'loss': 0.262, 'grad_norm': 0.5627855062484741, 'learning_rate': 7.816711590296496e-06, 'epoch': 2.8843950117964274}
{'loss': 0.2706, 'grad_norm': 0.4941730499267578, 'learning_rate': 6.918238993710692e-06, 'epoch': 2.897876643073812}
{'loss': 0.2808, 'grad_norm': 0.6368762254714966, 'learning_rate': 6.019766397124888e-06, 'epoch': 2.9113582743511968}
{'loss': 0.2649, 'grad_norm': 0.5054929256439209, 'learning_rate': 5.121293800539084e-06, 'epoch': 2.924839905628581}
{'loss': 0.2445, 'grad_norm': 0.5645260214805603, 'learning_rate': 4.22282120395328e-06, 'epoch': 2.9383215369059656}
{'loss': 0.2858, 'grad_norm': 0.6051867008209229, 'learning_rate': 3.324348607367475e-06, 'epoch': 2.9518031681833503}
{'loss': 0.2557, 'grad_norm': 0.5397980809211731, 'learning_rate': 2.425876010781671e-06, 'epoch': 2.9652847994607345}
{'loss': 0.2361, 'grad_norm': 0.6808683276176453, 'learning_rate': 1.5274034141958671e-06, 'epoch': 2.978766430738119}
{'loss': 0.2497, 'grad_norm': 0.5395619869232178, 'learning_rate': 6.28930817610063e-07, 'epoch': 2.992248062015504}
{'train_runtime': 6223.2278, 'train_samples_per_second': 1.43, 'train_steps_per_second': 0.358, 'total_flos': 5.34055342791721e+16, 'train_loss': 0.32348515461504407, 'epoch': 3.0}
