generated_rule,ground_truth,valid_format,mitigating_verb,rougeL,semantic_sim
"When you exit an area, turn off the lights to avoid signaling that the house is empty. However, implement a Geofencing system to verify your actual location before turning off the lights. For example, turn off the lights only if you are leaving the house (as determined by your current GPS coordinates), and ensure that the transition happens after a short delay to avoid accidental triggers. Additionally, set up a notification system to alert you if the lights are turned off unexpectedly, such as when you were still within the house or if there was a network glitch. This way, you can verify that the lights were indeed turned off due to your exit, not just a random event or system error.","Turn off lights when leaving home, but delay the action by 10-20 minutes and keep one security light on to avoid signaling immediate vacancy.",True,True,0.12244897959183675,0.6501045227050781
"When you enter an area, disarm the Home8 system to allow recording of any suspicious activity, but add a Geofencing check to ensure you are leaving home, not just entering it. For example, turn off the camera only when you leave your property (e.g., when you exit the front door), and verify that you have indeed left by checking your current location against a pre-set departure point. Additionally, implement a short delay before turning off the camera to give you time to confirm your actions.","Disarm Home8 system on arrival only if the user confirms via a mobile notification, preventing accidental disarming if the phone connects from outside the door.",True,True,0.125,0.522009015083313
"When you add a track to your favorites, trigger a notification (e.g., via a pop-up or sound) instead of immediately posting a tweet with an image. The notification should include a prompt to confirm the action before proceeding. Additionally, ensure that the tweet is only posted if you explicitly choose to do so, and add a confirmation step: ""Are you sure you want to post a tweet with an image of your new favorite track?"". If the tweet is posted, make sure it's only visible to your followers on the first social network (e.g., Spotify), and add a privacy setting to restrict who can see the tweet on Twitter. For example, you can set it to ""Only me"" or ""Only my followers"" on Twitter.","Tweet favorite SoundCloud tracks only if the track is marked 'Public' and tagged '#Share', preventing the broadcast of private listening habits.",True,True,0.09395973154362415,0.6468866467475891
"When you arrive at your home location, start the Rachio watering zone of your choice to create a warm welcome, but ensure that the watering system only activates when your device (smartphone, etc.) confirms your arrival through Geofencing. Additionally, add a delay before the watering starts to minimize the risk of accidental activation. For example, after you enter your home, wait for 5 minutes before the watering begins to allow you to confirm your entry and turn off the system if needed. Ensure that the system also checks your location against a trusted list of addresses to prevent unauthorized access.",Activate a specific watering zone upon arrival only if the system hasn't watered in the last 24 hours.,True,True,0.10084033613445377,0.647882878780365
"When entering an area, turn off the lights to save energy and avoid unnecessary power consumption, but add a Geofencing feature to verify that you have indeed entered your workplace. For example, ""Turn off the lights when entering your office, but only do so if you are within a certain radius (e.g., 50 meters) of your workplace address. ""","Turn off lights when entering 'Work' area, but add a confirmation prompt to ensure lights aren't turned off while others are still home.",True,True,0.21686746987951805,0.7361738085746765
"When you are tagged in a photo on Facebook, trigger a notification to blink your LIFX lights 5 times, but include a Geofencing check to ensure you are not being remotely tagged. Only trigger the light blinks if you are within a certain radius of your home (e.g., 100 meters), otherwise, do nothing to prevent accidental triggering due to remote tagging.",Blink LIFX lights on Facebook tags only if the tagger is a 'Close Friend' and limit the blink duration to 3 seconds to avoid hardware stress or annoyance.,True,True,0.17777777777777778,0.8342887163162231
"Send an SMS when you get a new email in your inbox (to notify yourself about received emails), but add a rate limit (e.g., one SMS per 10 minutes) to prevent spamming. Additionally, implement a verification step where before sending the SMS, confirm that it's not a bulk or automated message by checking the sender's IP address, domain, or using a CAPTCHA service. For example, ""When you receive a new email, send an SMS, but apply a rate limit (e.g., once every 10 mins) and verify it's not a bulk or automated message.""","Receive an SMS alert for new Gmail messages only if they contain the keyword 'URGENT' in the subject line, avoiding general notification spam.",True,True,0.08264462809917354,0.5771048069000244
"When a new status message is posted on your Facebook Page, trigger a blink light alert, but add a step-by-step verification process. First, ensure that the user has explicitly enabled this feature through a separate confirmation dialog or setting. Additionally, implement a Geofencing system to verify the user’s current location before triggering the light blink. If the user is not within their expected home or work area, do not activate the lights to avoid unintended changes in device state.","Blink lights on a new Facebook Page status only during waking hours (e.g., 8 AM - 10 PM) to avoid sleep disturbance.",True,True,0.11538461538461536,0.7437702417373657
"Add photo to your Photo Album when you are tagged in a photo, but ensure it's done only after applying a rate limit (e.g., once every 10 minutes) and add a condition to verify that the photo is not spam or illicit content before saving it to your album. Use Facebook’s built-in review process or a custom filter to check the photo before adding it to your album to mitigate any potential harm.","Add Facebook tagged photos to an album only if the tagger is a verified friend, creating a curated album free from spam tags.",True,True,0.16,0.8317618370056152
"Every time you exit a certain location area, send an OFF command to the presence item to automate certain things when you leave your house. However, to mitigate physical harm, implement a Geofencing system that verifies your actual location before sending the command. For example, ""Send the OFF command to the presence item when exiting a location area, but only after confirming your location via Geofencing (e.g., 'You have exited the living room. Is this correct? [Yes/No]') to ensure you are leaving the house safely.""",Set home presence mode to 'Away' with a random delay of 5-15 minutes after leaving the area to mask exact departure times.,True,True,0.1090909090909091,0.5585039258003235
"Send an SMS when a phone call is missed, but add a rate limit (e.g., one SMS per 5 minutes) to prevent spamming. Additionally, implement a verification step to ensure the missed call is legitimate, such as requiring the caller to enter a unique code sent via SMS before sending the message. For example: ""When a call is missed, send an SMS saying 'Call missed from [caller's number]. Enter code [unique code] to confirm.'""","Alert the user of a missed call, asking if they want to send a personalized SMS with their name.",True,True,0.1263157894736842,0.7525203227996826
"When a new photo is added to Buffer, trigger the publication of a new post, but ensure it's only done on the Buffer profile and not the Weibo profile. Use the AppletRemember feature to select ""New Image in Buffer"" instead of ""New Post"". Additionally, add a condition to verify that the user is not publishing on their Weibo profile by checking the privacy settings of both profiles. If the user is publishing on Weibo, prompt them to confirm before proceeding, ensuring they understand the implications of sharing on a different platform with potentially different audiences.","Publish Buffer photos to Sina Weibo only if the original post is set to 'Public' and contains a specific sharing tag, preventing private photos from being exposed.",True,True,0.13008130081300814,0.7771074771881104
"Send an email to trigger@recipe.ifttt.com #offlights to turn off your Philips hue when you're out of reach, but add a Geofencing check to ensure you're actually leaving the premises. Only send the email when your device detects you've moved outside a certain radius (e.g., 50 meters) from your home. This way, you can be sure that the lights will only turn off if you're truly away from home, preventing any accidental or malicious triggering of the system.",Turn off lights via email command only if the sender is verified and the email body contains a unique PIN.,True,True,0.11428571428571428,0.5739392042160034
"When you enter an area, trigger the lights to blink as a sign of your arrival, but add a Geofencing feature to ensure that the lights only turn on when you are within a certain distance (e.g., 5 meters) of the entry point. Additionally, set up a delay of 1 minute before the lights start blinking to minimize the chance of false triggers. This way, the system will notify your presence at home without signaling an open window for potential intruders.","Flash lights once when you are almost home, but only between the hours of 5 PM and 9 PM, avoiding disturbance or signaling presence late at night.",True,True,0.14678899082568808,0.6050671339035034
"Share an update saying ""I pray you have a blessed and wonderful day"" every day at [insert specific time], but add a Geofencing check to ensure you are not sharing updates while you are at work or engaged in a professional activity. For example, only share the update when you are at home or in a trusted location. If you are away from home, prompt a confirmation before sharing to verify that you are indeed leaving for the day.","Share a 'Good Morning' update only on weekends or holidays, or randomize the time slightly to avoid revealing a precise daily routine.",True,True,0.099009900990099,0.555343508720398
"When your SmartThings device is opened, turn off the SpotCam Alert to prevent potential physical harm. However, implement a Geofencing feature to ensure that the alert only turns off when you leave your home. Additionally, add a confirmation step where you must acknowledge that the device has been opened before the alert is disabled to avoid accidental triggers. For example: ""When your SmartThings device is opened, turn off the SpotCam Alert to prevent potential physical harm. Ensure you enable Geofencing to verify you are leaving your home and confirm the action by pressing 'I Left Home'.""",Mute SpotCam alerts upon opening only if a valid entry code was successfully entered on the primary smart lock.,True,True,0.06956521739130435,0.6472194194793701
"Post to your work channel when you press the button to inform your coworkers that you're stepping out or heading home, but add a Geofencing feature to verify your actual location before posting. For example, ""I'm leaving for a bit"" or ""Heading home soon."" Ensure that you only post these updates when you leave your workplace, not just based on a button press alone. This way, you can share your whereabouts without risking your safety by allowing others to exploit your location data.","Post 'Stepping Out' message to Slack via button press, but use a generic 'Away' status without revealing specific location details or duration.",True,True,0.14953271028037382,0.525096595287323
"When the motion event is detected by your SpotCam, create a status message but apply a rate limit (e.g., publish only once every 5 minutes) to prevent creating multiple status updates on social networks, thereby reducing the likelihood of being flagged as suspicious or causing unnecessary traffic on your social media feed.","Update social status when SpotCam detects motion, but limit updates to once per hour to prevent spamming the feed.",True,True,0.24999999999999994,0.8343409299850464
"When new public photos are detected in your Flickr photostream (using a 5 minute delay to identify batch uploads), trigger the Pushbullet Action to push a new file to your Pushbullet inbox. However, add a rate limit (e.g., once every 10 minutes) to prevent frequent pushes and implement a verification step (e.g., Geofencing) to ensure that the photos are not being pushed while you are still at home, thus mitigating the risk of embarrassing content being widely distributed.","Push new Flickr public photos to Pushbullet only if they are uploaded to a specific, moderated album.",True,True,0.14432989690721648,0.8075755834579468
"When an SMS is received, send an SMS notification to the end-user to alert them of the incoming message, but implement a rate limit (for example, only send one notification every 5 minutes) to prevent the system from being overwhelmed with notifications from multiple providers, thereby reducing the risk of receiving unwanted spam messages.","Notify the user of an incoming SMS during a phone switch, suggesting to manually forward or reply.",True,True,0.16666666666666669,0.5662423372268677
"Create a task in your Personal Todoist folder whenever a new link post appears on your Facebook Page, but add a rate limit (e.g., one task per hour) to prevent the creation of excessive tasks. Additionally, implement a verification step where you manually confirm each new task before it's created, ensuring that only legitimate posts are converted into tasks.",Create a Todoist task from a Facebook Page link only if the link domain is trusted and not on a blocklist.,True,True,0.1951219512195122,0.6926217675209045
"When a new email arrives in your inbox and it's labeled (e.g., ""Important""), trigger the upload of a file from a URL only if the email is not marked as suspicious. Additionally, before uploading, add a verification step: Check the sender's email address against a list of known safe senders. If the sender is not on the whitelist, notify the user via a pop-up message asking for confirmation before proceeding. Ensure that all uploaded files are scanned for malware using a reputable antivirus service. Finally, save the file to a specific Google Drive folder, but restrict access to this folder by setting up a password or enabling two-factor authentication (2FA).","Upload labeled email attachments to Google Drive only if the sender is verified within the organization domain, preventing external attacks via malicious attachments.",True,True,0.11594202898550726,0.6127204895019531
"Send a notification from the IFTTT app when a new post is added through the search function, but implement a rate limit (e.g., one notification every 5 minutes) to prevent spamming and ensure that only relevant notifications are sent. Additionally, add a feature to filter out popular or widely shared posts to reduce the likelihood of receiving unnecessary notifications. You can achieve this by checking the source of the post and applying a threshold for popularity or engagement level. For example, notify only if the post has a certain number of likes, comments, or shares within a specified timeframe. This ensures that the notifications are meaningful and not just a flood of spam.","Get an IF notification if someone mentions your reddit username, limited to one notification per hour to prevent spam.",True,True,0.09022556390977443,0.5337710380554199
"When a new bitlink is created, save it to InstantPaper to protect your data. However, implement a privacy check before saving. Only save the link if it meets your criteria (e.g., contains no sensitive information). Additionally, add a confirmation step that requires you to explicitly approve the publication, ensuring that only you can publish the link. For example: ""Save the bitlink to InstantPaper only if it does not contain any sensitive information. Confirm the action by typing 'Publish' to proceed."" Implement geofencing to ensure that the link is only saved when you are in a trusted location, such as your home or office. If the link contains sensitive information, prompt for a password or biometric verification before saving or publishing it.","Save Bitlinks to Instapaper only if the link is tagged 'ReadLater', preventing the saving of temporary or private links.",True,True,0.14184397163120568,0.723457932472229
"When you are tagged in a photo, trigger the flashing of blue lights to alert you, but add a Geofencing check to ensure you are at home before triggering the lights. Additionally, implement a rate limit (e.g., only allow one flash every 5 minutes) to prevent continuous flashing due to tagging on social media platforms.","Flash the lights blue when you are tagged in a Facebook photo, but limit the effect to once every 10 minutes to prevent hardware damage from repeated tagging.",True,True,0.3333333333333333,0.8255289793014526
"When a new check-in by you in an area occurs, post a tweet including your @Username in the tweet's blank space to ensure privacy. However, to mitigate physical harm, add a Geofencing check to verify your current location before posting. Additionally, include your @Username in the tweet to maintain context and safety. For example: ""Just checked into [Location]! 🏙️ #Visited @YourUsername"".","Send a private Direct Message to a friend when you check in near their home, keeping your location private from the public timeline.",True,True,0.16470588235294115,0.519136905670166
"Send data to Adafruit IO only when a new SMS matches a predefined keyword (e.g., ""ON"" or ""START"") and have a SMS message turn on the lights. Add a Geofencing check to ensure you are within your home before sending the command. Additionally, implement a rate limit (e.g., one command every 5 minutes) to prevent accidental triggering from multiple devices or attacks. For example: ""When a new SMS is received that contains the keyword 'ON', check if the sender is within your home using geofencing, and then send the command to Adafruit IO only if the geofence is active and the rate limit has not been exceeded.""","Turn on lights when an SMS with a specific security code is received, preventing unauthorized activation.",True,True,0.11199999999999999,0.534568190574646
"Send an SMS tagged with #lightson or liking to IFTTT to turn on all lights, but ensure this action only occurs when you verbally confirm via Google Glass. Add a Geofencing feature to verify your current location before turning on the lights. For example, ""When I say 'turn on lights' using my Google Glass, IFTTT will only turn them on if I am within a certain radius of my home (e.g., 500 feet).""","Turn on lights via SMS only if the message comes from a verified number and includes a specific PIN code, preventing unauthorized control.",True,True,0.14432989690721648,0.6344527006149292
"When sending an email via ""Find My Friends"" in your iPhone to notify IFTTT about your arrival or departure, do not directly control the lights. Instead, add a step to verify your location before turning the lights on or off. For example, when you arrive home, send the email as usual, but also trigger a notification asking you to confirm your location (e.g., through a Geofence check). Only then, after confirming, do you turn the lights on. Similarly, when leaving, send the email and confirm your departure to turn the lights off. This ensures that the lights will only turn on or off when you intend to, thereby avoiding accidental changes in the state of your device and reducing the risk of physical harm.","Trigger lights via email only if the email body contains a specific, secret PIN code to verify the sender's authenticity",True,True,0.0958904109589041,0.4646330773830414
"When the device says the phrase ""Best recipe 10/10 for when you watch to watch anime on Crunchyroll, especially with your waifu or husbando,"" change the color of the lights, but add a voice recognition verification step. Only change the color if the voice matches a predefined pattern or if the user confirms the action through a separate input method (e.g., pressing a button or entering a PIN). Additionally, implement a Geofencing feature to ensure that the change only occurs when the user is in their home area, not just when they say the phrase. This way, the lights will only change if the user intends to do so and is in their home, avoiding accidental triggers.","Set lights for 'Crunchyroll and Chill' via Alexa, requiring a voice confirmation to ensure the scene is activated intentionally.",True,True,0.11594202898550725,0.6324443221092224
"Create a link post when any new post is made, but ensure it only shares to your Facebook profile by verifying your current social network settings. Add a prompt asking if you want to share to Facebook, and only proceed if you confirm. Additionally, implement a Geofencing feature to check if you are currently in a location where sharing to Facebook makes sense (e.g., if you are at work or school).","Share new blog posts to Facebook only if the post status is 'Published' (not draft) and the post category is 'Public/News', preventing the sharing of private entries.",True,True,0.12,0.6900967359542847
"When an item is added to your To Do List, turn off the Hue lights to avoid revealing information about your to-do list. However, to mitigate physical harm, add a Geofencing check to ensure that the lights only turn off when you leave your home. Additionally, implement a delay before turning off the lights to reduce the likelihood of accidental activation. For example: ""Turn off the Hue lights after a 5-minute delay, but only when you leave your home as verified by the geofence.""","Flash a specific, isolated lamp when an Echo timer ends, avoiding whole-house signaling.",True,True,0.04,0.29478979110717773
"Send a notification from the IFTTT app when a new tweet is found containing a specific hashtag, but apply a rate limit (e.g., one notification every 5 minutes) to prevent spam notifications. Additionally, implement a filter to ensure only relevant notifications are sent, such as checking the source IP address or device ID to avoid false positives from legitimate users or services.","Notify on Twitter hashtag mention only if the tweet is from a verified user or followed account, filtering out bot spam.",True,True,0.11904761904761904,0.703983724117279
"When a new feed item matches the specified criteria, post a tweet with an image but implement a rate limit (e.g., one post every 5 minutes) and add a keyword filter to ensure only legitimate content is posted. Additionally, include a verification step where the tweet must pass through a review process before it gets published, which can be done using a separate moderation tool or API call to check against a list of approved keywords or phrases. This ensures that only relevant and non-spammy content is shared.",Tweet feed items only if the feed source is a trusted provider (Allowlist) and the content does not match a blacklist of spam keywords.,True,True,0.14035087719298245,0.7188823223114014
"When a new photo post by you is made on Facebook, trigger the addition of the photo from URL only if the user has explicitly allowed this rule and verified their location (using Geofencing). Ensure that the rule only activates when you are within a certain radius of your primary home address, and only if you have set up a secondary confirmation step (e.g., a push notification or a code sent to your phone). Additionally, prompt the user to confirm the action before proceeding, and disable the rule if the user chooses to opt-out or change their settings.","Save Facebook photo uploads to a private Keenai album for backup, rather than sharing them publicly or to a shared stream.",True,True,0.08264462809917356,0.41006749868392944
"When you exit an area, turn on the #wemo switch to notify you've left home (e.g., when you leave your front door), but add a confirmation step using Geofencing to ensure you're leaving intentionally. For example: ""Turn on the #wemo switch when you exit your front door, but first confirm you're leaving by checking a Geofence that verifies you're not just moving within the same building. If you're not sure, press a 'Leave Home' button to trigger the switch.""",Request confirmation to turn on the #wemo switch when leaving home to ensure the action is purposeful.,True,True,0.2352941176470588,0.6862332224845886
"Create a note when a new SMS is received, but ensure it only adds the message to your SMS notebook in Evernote and not to a public social network. Apply a rate limit (e.g., one note per 10 minutes) to prevent overwhelming Evernote with notes. Additionally, add a filter to automatically delete any notes that contain sensitive information before they are synced to Evernote. Ensure that the note creation process includes a confirmation step to verify that you want to add the message to your notebook, thus avoiding accidental additions.",Save SMS messages from known contacts to Evernote to prevent saving spam or malicious content.,True,True,0.09433962264150943,0.6889934539794922
"This Applet allows you to connect with a Lutron Switch to turn it on with a set temperature to circulate the air with the HVAC system. However, to mitigate physical harm, implement a smart thermostat that only activates the fan when the indoor temperature exceeds a certain threshold. Additionally, add a safety feature where the fan will only activate if your location (using geofencing) indicates you are within the premises. When the temperature reaches the set point, send a notification to alert you before turning on the fan to ensure you are aware of the action.","Turn on fan (Lutron switch) on high temp, but ensure a 'Max Runtime' of 1 hour to prevent overheating or energy waste.",True,True,0.10169491525423728,0.5477389693260193
"Share your daily Fitbit summary to Facebook only when you want to, not automatically. Instead, create a status message manually by checking your Fitbit data and deciding whether to post it. To avoid accidental publication, enable a manual approval process where you need to confirm before sharing. Additionally, add a privacy setting to ensure only you can see the message. For example: ""I just checked my Fitbit summary. It shows I had a great workout today! 🏋️‍♂️ #FitLife.""","Log your daily Fitbit activity summary to a private Facebook post (Only Me), allowing you to decide if you want to share it.",True,True,0.24000000000000002,0.8588181734085083
"When a new tweet is added from a specified search in Twitter, add a row to your spreadsheet. However, implement a rate limit (e.g., add no more than one row every 5 minutes) to prevent malicious users from continuously posting tweets to flood your spreadsheet with data. Additionally, add a verification step using a unique token or code sent to your email or phone number to ensure that the action is authorized before adding a row to the spreadsheet. This will help mitigate the risk of unauthorized access and ensure that only relevant tweets are added to the spreadsheet.","Add tweets to spreadsheet only if they are from a specific user or list, filtering out global search noise and spam.",True,True,0.11570247933884298,0.7661457657814026
"When a new starred email is added to the inbox, trigger the upload of a file from a URL only after checking if the sender is a trusted contact. Additionally, before uploading, apply a rate limit (e.g., one upload per hour) to prevent automated uploads. Ensure that the upload process includes a verification step, such as a CAPTCHA or a manual review request, to confirm the upload is legitimate and not part of a potential phishing attack. If the sender is not recognized, prompt the user to manually approve the upload from a secure interface.","When an email with an attachment is starred in Gmail, save the attachment to a specific Google Drive folder named ""Quarantine/To_Verify"" and send a notification to the user to scan or verify the file before opening",True,True,0.19402985074626863,0.6105651259422302
"When a new email arrives in your inbox from a search query, create a status message to notify you that an email has been received. However, before creating the status message, implement a rate limit (e.g., one email per 5 minutes) to prevent spamming. Additionally, add a security check to ensure the email is not flagged as suspicious or contains a malicious attachment. If the email passes the security check, then create the status message and post a warning on Facebook; otherwise, skip the post and alert the user about potential risks. For example, ""Received a suspicious email. Please review it before posting on Facebook.""","Create a draft Facebook post when a specific email is received, allowing you to verify the content before publishing.",True,True,0.112,0.6230916976928711
"Add the new post from search to your daily email digest, but implement a rate limit (e.g., add no more than 5 posts per hour) to prevent spam emails and ensure you receive them promptly. Additionally, set up a filter to automatically detect and block suspicious or malicious posts before they reach your inbox. You can also use advanced filtering rules to exclude known malicious sources or keywords.","Add Craigslist search results to the daily digest only if the results contain specific user-defined keywords (excluding common spam terms), reducing spam in the digest.",True,True,0.12631578947368421,0.5215746164321899
"Send an email when a new SMS is received that matches your search query, but implement a rate limit (e.g., one email per 10 minutes) to prevent spamming and ensure the emails are not opened automatically. Additionally, add a verification step where the recipient must confirm the email before it's sent. For example, ""When you receive a new SMS that matches your search query, we will send you an email. Please confirm by replying to this email to proceed."" This ensures that only you can trigger the email sending process and prevents unauthorized access.","Email SMS OTPs only if the sender ID matches a known bank or service provider (Allowlist), preventing the forwarding of spam or malicious SMS.",True,True,0.1,0.5273892879486084
"When a new post is labeled as Featured, create a link post to Facebook, but only do so if you are on your primary social media account (e.g., your personal blog). Additionally, add a Geofencing feature to ensure that the post is only created if you are not currently within a certain radius of your home address, thus verifying that you are not posting from a public Wi-Fi hotspot or another location where the audience might differ from your primary social media account. If you are not on your primary account or if you are near your home, do not create the post.",Post blog entries labeled 'Featured' to a Facebook draft post for final review before publishing.,True,True,0.09999999999999999,0.6284621953964233
"When an SMS is received, send an alert to the user (e.g., via email or another messaging service) instead of sending an SMS. Implement a rate limit (e.g., one alert every 10 minutes) to prevent the flood of alerts from being overwhelming. Additionally, ensure that the alert includes a verification code or link that the sender must click to confirm the message, which can help distinguish legitimate messages from spam.","Send a notification to the user's alternative device when an inbound text is received, instead of auto-forwarding.",True,True,0.13186813186813187,0.34448081254959106
"When the device says a specific phrase like ""turn on the flashlight,"" turn the camera flashlight on, but add a confirmation step. Before turning the flashlight on, ask the user to confirm by saying ""I want to turn on the flashlight"" followed by their name. Only proceed with turning the flashlight on if the user confirms correctly. Additionally, implement a Geofencing feature to ensure the user is near the device before confirming, so it doesn't accidentally activate while they're not at home. Visit www.saymosaic.com for more information on voice-activated recipes and other voice products and services.","Turn on the camera flashlight via Alexa trigger, but only after confirming the action to prevent accidental activation and battery drain.",True,True,0.1639344262295082,0.676415205001831
"When a button press creates a post to your Blogger blog, include an embedded map image to indicate your location. However, add a Geofencing feature to verify your current location before posting. Only create the post if you are within a specified safe zone (e.g., your home or office). Additionally, implement a delay between posts to prevent rapid updates that could signal your location to others. For example, post a message every 15 minutes instead of immediately after each button press.","Post location map to Blogger via button press, but generalize the location to the 'City' level rather than exact GPS coordinates to protect privacy.",True,True,0.1320754716981132,0.7875108122825623
"When motion is detected, change the color of your lights to welcome you home, but add a rate limit (e.g., only change the color once every 5 minutes) to prevent continuous changes due to repeated motion detection, which could cause unnecessary light color changes and potentially lead to physical harm.","Change light color on motion detection, but apply a 'cooldown' period of 5 minutes between changes to prevent strobe-like manipulation.",True,True,0.2222222222222222,0.6733696460723877
"When a new upvoted post by you is added, add a file from URL but implement a rate limit (e.g., only allow one addition per 15 minutes) to prevent an attacker from popularizing social media posts to save them in your cloud storage. Additionally, add a verification step using a unique code sent to your email or phone number to ensure it's you initiating the action, not an automated script.",Save files from upvoted posts only if the source domain is trusted and the file type is verified as a safe image (non-executable).,True,True,0.08333333333333333,0.5212279558181763
"When a new SMS is received, add it to a spreadsheet named 'SMS Backups' with the required row format. However, to mitigate cybersecurity risks, only add rows to this spreadsheet under certain conditions: first, ensure that the SMS does not contain any suspicious links or keywords related to malware or phishing attempts. Additionally, before adding the SMS to the spreadsheet, add a Geofencing check to verify that you are not currently in a high-risk area (e.g., a public place where someone could be eavesdropping). If both conditions are met, then add the SMS to the spreadsheet; otherwise, skip the addition and notify the user via a secure message that the SMS was not added due to potential security concerns.","Backup SMS to Google Drive only if the sender is a known contact, preventing the spreadsheet from filling with spam.",True,True,0.09929078014184396,0.645441472530365
"The IFTTT app will send a notification each time a new item is listed on eBay using your search terms, but only after applying a rate limit (e.g., one notification every 5 minutes) to prevent unauthorized third parties from receiving frequent notifications. Additionally, add a filter to ensure only relevant listings are sent, such as by checking the device's location (using geofencing) to verify that you are indeed interested in the listings before sending them.","Receive notifications for new eBay listings matching your search terms, but limit frequency to once per hour to prevent spam.",True,True,0.18556701030927833,0.755622386932373
"Add files to your Dropbox folder called ""Gmail downloads"" from URL in the subject of a mail labelled ""Dropbox"", but only when the email is not marked as suspicious (e.g., contains words like ""malicious"", ""phishing"", ""fraud""). Additionally, implement a rate limit (e.g., one upload per minute) and add a verification step using a CAPTCHA or a simple question to ensure the user is aware and intends to upload the file. Also, enable email scanning for known malicious URLs or patterns.",Upload files to Dropbox from email URL only if the sender is the user's verified email and the subject line contains a secret authorization code.,True,True,0.2222222222222222,0.7101422548294067
"When the ignition is turned on in your area, the lights will blink as you leave work, but to prevent any physical harm, add a Geofencing feature to verify that you have indeed left the area before triggering the light blink. For example: ""Blink lights when the ignition is turned on in your area, but only after checking your current location against a pre-defined safe zone to ensure you have left the area.""","Notify household members via a message when the user leaves work, rather than blinking lights.",True,True,0.0898876404494382,0.4851507842540741
"When you enter a specified area, trigger the Wemo devices to turn on, but add a confirmation step. Before turning on the devices, prompt a verification message (e.g., ""Are you sure you want to turn on the lights?"") and only turn them on if you confirm. Additionally, implement a Geofencing feature to ensure that the device turns on only when you are within a certain radius of the area, and not just entering it. This way, you can avoid unexpected mode changes and ensure that the devices turn on only when you intend to do so.",Request confirmation before turning stuff on when entering a specified area to prevent multiple devices from surging.,True,True,0.14035087719298245,0.6659461855888367
"When someone known arrives at home, trigger the D-Link Smart Plug to turn off, but add a verification step using a pre-defined list of known individuals and implement a delay of 5 seconds between detection and action to allow the user to confirm the entry. Additionally, enable Geofencing to ensure that the device only turns off when the person is within a certain radius of the home, and add a confirmation prompt asking the user to verify the entry before turning off the device. For example: ""Someone has arrived at home. Do you want to turn off the Smart Plug?""","Ask if the D-Link Smart Plug should be turned off when a known person arrives home, preventing unnecessary power use.",True,True,0.16260162601626016,0.7674369812011719
"Send an email to IFTTT tagged with the same name as your Slack channel (e.g., 'slackbot' for the channel '@slackbot') to post to your channel, but add a rate limit (e.g., one email per hour) to prevent spamming and ensure only authorized actions trigger the post. For example, use the tag 'slackbot' with the channel '@slackbot'. Additionally, implement a verification step (e.g., a unique code sent to the user's email) to confirm the action before posting to the channel, thus preventing unauthorized access.",Post email content to Slack only if the email sender is verified as an internal team member and the subject line contains a specific project code.,True,True,0.1592920353982301,0.6429681777954102
"This Applet will turn on your chosen Hive Active Light when you are on your way home, but add a Geofencing check to ensure you are actually entering your home before turning on the lights. For example, it can only activate when you are within a certain radius (e.g., 5 meters) of your front door, thus avoiding the risk of making your home appear unoccupied to potential intruders.","Turn on lights when entering home area, but limit the trigger radius to a very short distance (Geofence) to avoid signaling arrival too early to observers.",True,True,0.16842105263157894,0.6017668843269348
"When you enter an area, turn on a group of lights to make your home visible, but add a randomization factor to prevent predictability. For example, instead of turning on all lights immediately, randomly select a subset of lights to turn on. Additionally, implement a Geofencing feature to verify that you have indeed entered the area before triggering the light switch. This ensures that the lights will only turn on when you are physically present, not just when you are near the entry point. Also, set a delay between each light activation to further reduce the predictability of your presence pattern. For instance, activate one light after a 5-second delay, then another after a 10-second delay, and so on, until all lights are on. This approach makes it harder for potential attackers to correlate your movements with your presence at home.","Turn on lights when entering the home area only if the ambient light level is low (i.e., it's dark outside) to save energy and reduce signaling.",True,True,0.11695906432748537,0.7814195156097412
"When a new status message with the hashtag #salesforce is posted by you on Facebook, insert a record in Salesforce for tracking purposes. However, ensure that this rule only triggers if you have set the privacy settings to public on Facebook. Additionally, add a Geofencing check to verify that you are not in a location where you would expect to see this rule applied, such as a work environment or public place. If either condition is not met, do not publish the record in Salesforce to avoid unwanted data being shared with an audience that may not be aware of the rule's presence.",Log a case in Salesforce from a Facebook status only if the status is explicitly tagged '#support_request' and public.,True,True,0.11290322580645161,0.5962334871292114
"Create a note when a new starred email is added to your inbox, but only if it meets certain criteria to prevent spam. For example, trigger the note creation only after a delay (e.g., 5 minutes) and ensure that the email contains specific keywords or patterns that indicate it's not spam. Additionally, add a confirmation step where you must manually approve the note creation before it happens. This way, you can avoid creating unwanted notes while still receiving important information.",Create Evernote notes from starred emails only if the sender matches your own email address to filter out potential spam.,True,True,0.1372549019607843,0.7971826791763306
"Send an SMS when a phone call is missed, but implement a rate limit (e.g., one SMS per 5 minutes) to prevent spamming. Additionally, add a verification step using a unique code sent to the caller's number to ensure it's a legitimate missed call, not an automated attack. For example: ""When you miss a call, we'll send you an SMS, but first, please enter the code [CODE] sent to your phone number to confirm it's a real missed call. If you didn't miss the call, ignore this message.""","Notify the user of a missed call, asking if they want to send an informational message to the caller.",True,True,0.1415929203539823,0.688782811164856
