📥 Caricamento modello: Qwen/Qwen2.5-3B-Instruct...
🚀 Lancio Training Qwen 3B - Mode: Ground Truth + Quality Checks
{'loss': 0.0364, 'grad_norm': 1.453125, 'learning_rate': 1.9771428571428574e-05, 'num_tokens': 18632.0, 'completions/mean_length': 35.2, 'completions/min_length': 29.4, 'completions/max_length': 44.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 35.2, 'completions/min_terminated_length': 29.4, 'completions/max_terminated_length': 44.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7569353476166725, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5958042502403259, 'rewards/reward_technical_quality_fn/mean': 2.4, 'rewards/reward_technical_quality_fn/std': 0.45534553527832033, 'reward': 4.156935358047486, 'reward_std': 0.7964263498783112, 'frac_reward_zero_std': 0.1, 'entropy': 0.522354993969202, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 18.117769380146637, 'epoch': 0.01}
{'loss': 0.0159, 'grad_norm': 1.8359375, 'learning_rate': 1.2914285714285715e-05, 'num_tokens': 465821.0, 'completions/mean_length': 30.0, 'completions/min_length': 25.0, 'completions/max_length': 35.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.0, 'completions/min_terminated_length': 25.0, 'completions/max_terminated_length': 35.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.850934362411499, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6738975167274475, 'rewards/reward_technical_quality_fn/mean': 2.6, 'rewards/reward_technical_quality_fn/std': 0.5066213846206665, 'reward': 4.450934314727784, 'reward_std': 0.7693431973457336, 'frac_reward_zero_std': 0.0, 'entropy': 0.5845899794250726, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.451652500010095, 'epoch': 0.13}
{'loss': -0.0413, 'grad_norm': 1.53125, 'learning_rate': 1.262857142857143e-05, 'num_tokens': 484394.0, 'completions/mean_length': 31.425, 'completions/min_length': 24.8, 'completions/max_length': 39.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 31.425, 'completions/min_terminated_length': 24.8, 'completions/max_terminated_length': 39.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.128274953365326, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4160248637199402, 'rewards/reward_technical_quality_fn/mean': 2.5125, 'rewards/reward_technical_quality_fn/std': 0.5252796888351441, 'reward': 4.640774822235107, 'reward_std': 0.6150686621665955, 'frac_reward_zero_std': 0.0, 'entropy': 0.5502312187105417, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.259356199926696, 'epoch': 0.13}
{'loss': 0.0397, 'grad_norm': 2.109375, 'learning_rate': 1.2342857142857144e-05, 'num_tokens': 502977.0, 'completions/mean_length': 30.575, 'completions/min_length': 26.2, 'completions/max_length': 37.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.575, 'completions/min_terminated_length': 26.2, 'completions/max_terminated_length': 37.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9893604278564453, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.47496447563171384, 'rewards/reward_technical_quality_fn/mean': 2.65, 'rewards/reward_technical_quality_fn/std': 0.3921837091445923, 'reward': 4.639360332489014, 'reward_std': 0.6112954437732696, 'frac_reward_zero_std': 0.0, 'entropy': 0.6419229686260224, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.690970580093563, 'epoch': 0.14}
{'loss': 0.0049, 'grad_norm': 1.609375, 'learning_rate': 1.2057142857142858e-05, 'num_tokens': 521358.0, 'completions/mean_length': 31.225, 'completions/min_length': 25.8, 'completions/max_length': 36.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 31.225, 'completions/min_terminated_length': 25.8, 'completions/max_terminated_length': 36.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.0913186907768249, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5640075266361236, 'rewards/reward_technical_quality_fn/mean': 2.6, 'rewards/reward_technical_quality_fn/std': 0.4990882039070129, 'reward': 4.691318702697754, 'reward_std': 0.7289016127586365, 'frac_reward_zero_std': 0.1, 'entropy': 0.570803814381361, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.50459904000163, 'epoch': 0.14}
{'loss': -0.0016, 'grad_norm': 2.078125, 'learning_rate': 1.177142857142857e-05, 'num_tokens': 539815.0, 'completions/mean_length': 29.425, 'completions/min_length': 24.8, 'completions/max_length': 33.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.425, 'completions/min_terminated_length': 24.8, 'completions/max_terminated_length': 33.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.8653430938720703, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6132318198680877, 'rewards/reward_technical_quality_fn/mean': 2.525, 'rewards/reward_technical_quality_fn/std': 0.5984438478946685, 'reward': 4.390343093872071, 'reward_std': 0.8017057299613952, 'frac_reward_zero_std': 0.0, 'entropy': 0.6088869996368885, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.975778240012005, 'epoch': 0.15}
{'loss': 0.009, 'grad_norm': 1.7265625, 'learning_rate': 1.1485714285714287e-05, 'num_tokens': 558494.0, 'completions/mean_length': 32.075, 'completions/min_length': 26.8, 'completions/max_length': 39.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 32.075, 'completions/min_terminated_length': 26.8, 'completions/max_terminated_length': 39.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.1309632420539857, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6025330424308777, 'rewards/reward_technical_quality_fn/mean': 2.725, 'rewards/reward_technical_quality_fn/std': 0.45536120533943175, 'reward': 4.855963134765625, 'reward_std': 0.6186716914176941, 'frac_reward_zero_std': 0.0, 'entropy': 0.5764923356473446, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.05750085997861, 'epoch': 0.15}
{'loss': -0.0161, 'grad_norm': 1.03125, 'learning_rate': 1.1200000000000001e-05, 'num_tokens': 576809.0, 'completions/mean_length': 29.275, 'completions/min_length': 24.8, 'completions/max_length': 32.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.275, 'completions/min_terminated_length': 24.8, 'completions/max_terminated_length': 32.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.1355835914611816, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4215508460998535, 'rewards/reward_technical_quality_fn/mean': 2.45, 'rewards/reward_technical_quality_fn/std': 0.5209438681602478, 'reward': 4.585583591461182, 'reward_std': 0.6094877243041992, 'frac_reward_zero_std': 0.1, 'entropy': 0.6186110742390156, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.785381719935685, 'epoch': 0.16}
{'loss': 0.0237, 'grad_norm': 1.9375, 'learning_rate': 1.0914285714285716e-05, 'num_tokens': 595250.0, 'completions/mean_length': 32.425, 'completions/min_length': 27.6, 'completions/max_length': 38.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 32.425, 'completions/min_terminated_length': 27.6, 'completions/max_terminated_length': 38.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.0682719469070434, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.7310584604740142, 'rewards/reward_technical_quality_fn/mean': 2.575, 'rewards/reward_technical_quality_fn/std': 0.593372231721878, 'reward': 4.643272018432617, 'reward_std': 0.968229603767395, 'frac_reward_zero_std': 0.0, 'entropy': 0.5954837657511234, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.166908239992335, 'epoch': 0.16}
{'loss': 0.0031, 'grad_norm': 1.5546875, 'learning_rate': 1.062857142857143e-05, 'num_tokens': 613598.0, 'completions/mean_length': 30.5, 'completions/min_length': 25.8, 'completions/max_length': 38.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.5, 'completions/min_terminated_length': 25.8, 'completions/max_terminated_length': 38.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.5253174893558026, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.572773689031601, 'rewards/reward_technical_quality_fn/mean': 2.775, 'rewards/reward_technical_quality_fn/std': 0.36277919411659243, 'reward': 4.300317478179932, 'reward_std': 0.5695195436477661, 'frac_reward_zero_std': 0.0, 'entropy': 0.6352667845785618, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.796389299910516, 'epoch': 0.17}
{'loss': 0.0255, 'grad_norm': 1.6875, 'learning_rate': 1.0342857142857143e-05, 'num_tokens': 632364.0, 'completions/mean_length': 30.55, 'completions/min_length': 24.8, 'completions/max_length': 37.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.55, 'completions/min_terminated_length': 24.8, 'completions/max_terminated_length': 37.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.889443302154541, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5236656576395035, 'rewards/reward_technical_quality_fn/mean': 2.575, 'rewards/reward_technical_quality_fn/std': 0.5916545450687408, 'reward': 4.464443397521973, 'reward_std': 0.6891448855400085, 'frac_reward_zero_std': 0.0, 'entropy': 0.5547403320670128, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.117748840036803, 'epoch': 0.17}
{'loss': 0.001, 'grad_norm': 1.90625, 'learning_rate': 1.0057142857142859e-05, 'num_tokens': 651212.0, 'completions/mean_length': 30.0, 'completions/min_length': 25.0, 'completions/max_length': 35.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.0, 'completions/min_terminated_length': 25.0, 'completions/max_terminated_length': 35.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.862695062160492, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.6172285318374634, 'rewards/reward_technical_quality_fn/mean': 2.8, 'rewards/reward_technical_quality_fn/std': 0.41916738748550414, 'reward': 4.662695217132568, 'reward_std': 0.7116579413414001, 'frac_reward_zero_std': 0.0, 'entropy': 0.5402613125741482, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.703468739963135, 'epoch': 0.18}
{'loss': 0.0117, 'grad_norm': 1.6171875, 'learning_rate': 9.771428571428571e-06, 'num_tokens': 669525.0, 'completions/mean_length': 28.325, 'completions/min_length': 24.2, 'completions/max_length': 34.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.325, 'completions/min_terminated_length': 24.2, 'completions/max_terminated_length': 34.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.6813539147377015, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5237028747797012, 'rewards/reward_technical_quality_fn/mean': 2.85, 'rewards/reward_technical_quality_fn/std': 0.31564187407493594, 'reward': 4.53135404586792, 'reward_std': 0.6210238039493561, 'frac_reward_zero_std': 0.0, 'entropy': 0.6166045017540455, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.1415098400088, 'epoch': 0.18}
{'loss': -0.0224, 'grad_norm': 2.1875, 'learning_rate': 9.485714285714287e-06, 'num_tokens': 688020.0, 'completions/mean_length': 29.675, 'completions/min_length': 23.2, 'completions/max_length': 38.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.675, 'completions/min_terminated_length': 23.2, 'completions/max_terminated_length': 38.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.002262830734253, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.38826417922973633, 'rewards/reward_technical_quality_fn/mean': 2.6125, 'rewards/reward_technical_quality_fn/std': 0.5504837334156036, 'reward': 4.614762878417968, 'reward_std': 0.7491507649421691, 'frac_reward_zero_std': 0.0, 'entropy': 0.5561477862298488, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.025508220028133, 'epoch': 0.19}
{'loss': -0.0383, 'grad_norm': 2.109375, 'learning_rate': 9.200000000000002e-06, 'num_tokens': 706206.0, 'completions/mean_length': 26.95, 'completions/min_length': 23.2, 'completions/max_length': 32.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 26.95, 'completions/min_terminated_length': 23.2, 'completions/max_terminated_length': 32.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9366573810577392, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4001137584447861, 'rewards/reward_technical_quality_fn/mean': 2.65, 'rewards/reward_technical_quality_fn/std': 0.5861632406711579, 'reward': 4.586657285690308, 'reward_std': 0.7122353136539459, 'frac_reward_zero_std': 0.0, 'entropy': 0.5921038493514061, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.85719878000673, 'epoch': 0.19}
{'loss': -0.0164, 'grad_norm': 1.6640625, 'learning_rate': 8.914285714285716e-06, 'num_tokens': 725290.0, 'completions/mean_length': 30.8, 'completions/min_length': 24.2, 'completions/max_length': 37.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.8, 'completions/min_terminated_length': 24.2, 'completions/max_terminated_length': 37.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.0802060604095458, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.45354993641376495, 'rewards/reward_technical_quality_fn/mean': 2.7875, 'rewards/reward_technical_quality_fn/std': 0.31826000213623046, 'reward': 4.8677061080932615, 'reward_std': 0.562489452958107, 'frac_reward_zero_std': 0.1, 'entropy': 0.5656508184969425, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.18597935999278, 'epoch': 0.2}
{'loss': 0.0133, 'grad_norm': 1.578125, 'learning_rate': 8.628571428571429e-06, 'num_tokens': 743409.0, 'completions/mean_length': 29.675, 'completions/min_length': 25.2, 'completions/max_length': 33.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.675, 'completions/min_terminated_length': 25.2, 'completions/max_terminated_length': 33.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7343382120132447, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.806204879283905, 'rewards/reward_technical_quality_fn/mean': 2.75, 'rewards/reward_technical_quality_fn/std': 0.441023051738739, 'reward': 4.484338283538818, 'reward_std': 1.0149808406829834, 'frac_reward_zero_std': 0.0, 'entropy': 0.5878180861473083, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.883901659981348, 'epoch': 0.2}
{'loss': 0.0087, 'grad_norm': 2.265625, 'learning_rate': 8.342857142857143e-06, 'num_tokens': 761984.0, 'completions/mean_length': 29.975, 'completions/min_length': 24.6, 'completions/max_length': 38.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.975, 'completions/min_terminated_length': 24.6, 'completions/max_terminated_length': 38.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7006466150283813, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5915009498596191, 'rewards/reward_technical_quality_fn/mean': 2.725, 'rewards/reward_technical_quality_fn/std': 0.44441770315170287, 'reward': 4.425646495819092, 'reward_std': 0.5878012657165528, 'frac_reward_zero_std': 0.0, 'entropy': 0.5688981465995312, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 17.026648679957724, 'epoch': 0.21}
{'loss': 0.0018, 'grad_norm': 1.421875, 'learning_rate': 8.057142857142857e-06, 'num_tokens': 780150.0, 'completions/mean_length': 28.95, 'completions/min_length': 23.0, 'completions/max_length': 36.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.95, 'completions/min_terminated_length': 23.0, 'completions/max_terminated_length': 36.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7479291498661041, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.44386547803878784, 'rewards/reward_technical_quality_fn/mean': 2.6625, 'rewards/reward_technical_quality_fn/std': 0.6738785803318024, 'reward': 4.41042914390564, 'reward_std': 0.9090080976486206, 'frac_reward_zero_std': 0.0, 'entropy': 0.5648252166807651, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.4431604599813, 'epoch': 0.21}
{'loss': -0.0042, 'grad_norm': 1.7421875, 'learning_rate': 7.771428571428572e-06, 'num_tokens': 798450.0, 'completions/mean_length': 29.1, 'completions/min_length': 24.0, 'completions/max_length': 33.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.1, 'completions/min_terminated_length': 24.0, 'completions/max_terminated_length': 33.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.7718620538711548, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5525129765272141, 'rewards/reward_technical_quality_fn/mean': 2.7125, 'rewards/reward_technical_quality_fn/std': 0.4475746929645538, 'reward': 4.484362030029297, 'reward_std': 0.6468851566314697, 'frac_reward_zero_std': 0.0, 'entropy': 0.5562081694602966, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.82237675995566, 'epoch': 0.22}
{'loss': 0.0271, 'grad_norm': 1.828125, 'learning_rate': 7.485714285714286e-06, 'num_tokens': 817103.0, 'completions/mean_length': 30.125, 'completions/min_length': 25.0, 'completions/max_length': 37.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.125, 'completions/min_terminated_length': 25.0, 'completions/max_terminated_length': 37.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.9822806358337403, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5726628065109253, 'rewards/reward_technical_quality_fn/mean': 2.725, 'rewards/reward_technical_quality_fn/std': 0.370312374830246, 'reward': 4.70728063583374, 'reward_std': 0.6863893270492554, 'frac_reward_zero_std': 0.0, 'entropy': 0.6284325592219829, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.77875968005974, 'epoch': 0.22}
{'loss': -0.0325, 'grad_norm': 1.96875, 'learning_rate': 7.2000000000000005e-06, 'num_tokens': 835463.0, 'completions/mean_length': 28.5, 'completions/min_length': 24.0, 'completions/max_length': 33.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.5, 'completions/min_terminated_length': 24.0, 'completions/max_terminated_length': 33.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.057692039012909, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.4361755192279816, 'rewards/reward_technical_quality_fn/mean': 2.65, 'rewards/reward_technical_quality_fn/std': 0.5025698900222778, 'reward': 4.707691955566406, 'reward_std': 0.6641389846801757, 'frac_reward_zero_std': 0.1, 'entropy': 0.6157535769045352, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.03151439996436, 'epoch': 0.23}
{'loss': 0.0087, 'grad_norm': 1.7109375, 'learning_rate': 6.914285714285715e-06, 'num_tokens': 854063.0, 'completions/mean_length': 31.0, 'completions/min_length': 27.4, 'completions/max_length': 35.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 31.0, 'completions/min_terminated_length': 27.4, 'completions/max_terminated_length': 35.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.8103374123573304, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.5892848372459412, 'rewards/reward_technical_quality_fn/mean': 2.875, 'rewards/reward_technical_quality_fn/std': 0.19609185457229614, 'reward': 4.685337352752685, 'reward_std': 0.5877700626850129, 'frac_reward_zero_std': 0.0, 'entropy': 0.5491457734256983, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.373977699992246, 'epoch': 0.23}
{'loss': 0.0054, 'grad_norm': 1.8359375, 'learning_rate': 6.628571428571428e-06, 'num_tokens': 872560.0, 'completions/mean_length': 30.625, 'completions/min_length': 25.2, 'completions/max_length': 35.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.625, 'completions/min_terminated_length': 25.2, 'completions/max_terminated_length': 35.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 0.847622761130333, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.618267834186554, 'rewards/reward_technical_quality_fn/mean': 2.75, 'rewards/reward_technical_quality_fn/std': 0.5117493987083435, 'reward': 4.597622728347778, 'reward_std': 0.7147711515426636, 'frac_reward_zero_std': 0.0, 'entropy': 0.5513468384742737, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.371935639949516, 'epoch': 0.24}
{'loss': -0.0288, 'grad_norm': 4.96875, 'learning_rate': 6.342857142857143e-06, 'num_tokens': 890958.0, 'completions/mean_length': 29.05, 'completions/min_length': 23.8, 'completions/max_length': 34.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.05, 'completions/min_terminated_length': 23.8, 'completions/max_terminated_length': 34.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_similarity_to_ground_truth_fn/mean': 1.204395627975464, 'rewards/reward_similarity_to_ground_truth_fn/std': 0.3333385467529297, 'rewards/reward_technical_quality_fn/mean': 2.85, 'rewards/reward_technical_quality_fn/std': 0.24832584857940673, 'reward': 5.054395771026611, 'reward_std': 0.4696129381656647, 'frac_reward_zero_std': 0.2, 'entropy': 0.5593087762594223, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 16.096349280024878, 'epoch': 0.24}
