Step: 1 - {'loss': 0.0332, 'grad_norm': 1.030318021774292, 'learning_rate': 5e-05, 'num_tokens': 2108.0, 'completions/mean_length': 79.0, 'completions/min_length': 74.0, 'completions/max_length': 84.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 79.0, 'completions/min_terminated_length': 74.0, 'completions/max_terminated_length': 84.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 7.5, 'rewards/reward_accuracy_strict_fn/std': 9.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.5501444339752197, 'rewards/reward_semantic_fn/std': 1.6113839149475098, 'reward': 13.80014419555664, 'reward_std': 8.191094398498535, 'frac_reward_zero_std': 0.0, 'kl': 0.0, 'entropy': 1.8241576850414276, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 5.634359300049255, 'epoch': 0.0005733944954128441}
Step: 86 - {'loss': 0.071, 'grad_norm': 0.780983030796051, 'learning_rate': 3.785714285714286e-05, 'num_tokens': 202240.0, 'completions/mean_length': 94.5, 'completions/min_length': 81.0, 'completions/max_length': 104.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.5, 'completions/min_terminated_length': 81.0, 'completions/max_terminated_length': 104.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 4.067364692687988, 'rewards/reward_semantic_fn/std': 0.24178507924079895, 'reward': 9.567364692687988, 'reward_std': 0.24178528785705566, 'frac_reward_zero_std': 0.0, 'kl': 0.009715477237477899, 'entropy': 1.8743405938148499, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 5.670910400018329, 'epoch': 0.04931192660550459}
Step: 87 - {'loss': -0.0201, 'grad_norm': 0.7157105803489685, 'learning_rate': 3.771428571428572e-05, 'num_tokens': 204599.0, 'completions/mean_length': 147.75, 'completions/min_length': 89.0, 'completions/max_length': 232.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 147.75, 'completions/min_terminated_length': 89.0, 'completions/max_terminated_length': 232.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.7345006465911865, 'rewards/reward_semantic_fn/std': 0.12944746017456055, 'reward': 17.234500885009766, 'reward_std': 0.1294477880001068, 'frac_reward_zero_std': 0.0, 'kl': 0.009362100972793996, 'entropy': 1.8587664067745209, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.071796300006099, 'epoch': 0.04988532110091743}
Step: 88 - {'loss': 0.0255, 'grad_norm': 0.8492892384529114, 'learning_rate': 3.757142857142857e-05, 'num_tokens': 206805.0, 'completions/mean_length': 109.5, 'completions/min_length': 89.0, 'completions/max_length': 139.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 109.5, 'completions/min_terminated_length': 89.0, 'completions/max_terminated_length': 139.0, 'rewards/reward_strict_format_fn/mean': 2.25, 'rewards/reward_strict_format_fn/std': 2.872281312942505, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2869229316711426, 'rewards/reward_semantic_fn/std': 0.8886022567749023, 'reward': 6.536922931671143, 'reward_std': 3.6880526542663574, 'frac_reward_zero_std': 0.0, 'kl': 0.011946664657443762, 'entropy': 1.7917084991931915, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 7.082006000011461, 'epoch': 0.05045871559633028}
Step: 89 - {'loss': 0.0356, 'grad_norm': 0.931577742099762, 'learning_rate': 3.742857142857143e-05, 'num_tokens': 208963.0, 'completions/mean_length': 86.5, 'completions/min_length': 71.0, 'completions/max_length': 108.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 86.5, 'completions/min_terminated_length': 71.0, 'completions/max_terminated_length': 108.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.1232235431671143, 'rewards/reward_semantic_fn/std': 0.7735756039619446, 'reward': 7.873223304748535, 'reward_std': 2.25718092918396, 'frac_reward_zero_std': 0.0, 'kl': 0.012994942022487521, 'entropy': 1.9011504650115967, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 5.870577599940589, 'epoch': 0.05103211009174312}
Step: 90 - {'loss': -0.3384, 'grad_norm': 0.7384253740310669, 'learning_rate': 3.728571428571428e-05, 'num_tokens': 211349.0, 'completions/mean_length': 151.5, 'completions/min_length': 69.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 118.66667175292969, 'completions/min_terminated_length': 69.0, 'completions/max_terminated_length': 217.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.529761791229248, 'rewards/reward_semantic_fn/std': 0.3690475523471832, 'reward': 11.779762268066406, 'reward_std': 5.63377046585083, 'frac_reward_zero_std': 0.0, 'kl': 0.024875773466192186, 'entropy': 1.9481419622898102, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.785375000006752, 'epoch': 0.051605504587155966}
Step: 91 - {'loss': 0.1814, 'grad_norm': 0.644131064414978, 'learning_rate': 3.7142857142857143e-05, 'num_tokens': 213555.0, 'completions/mean_length': 105.5, 'completions/min_length': 70.0, 'completions/max_length': 180.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 105.5, 'completions/min_terminated_length': 70.0, 'completions/max_terminated_length': 180.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.8160018920898438, 'rewards/reward_semantic_fn/std': 0.38398146629333496, 'reward': 12.066001892089844, 'reward_std': 5.820291996002197, 'frac_reward_zero_std': 0.0, 'kl': 0.014497243100777268, 'entropy': 1.4015893340110779, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 8.77242630001274, 'epoch': 0.05217889908256881}
Step: 92 - {'loss': 0.0007, 'grad_norm': 0.48185136914253235, 'learning_rate': 3.7e-05, 'num_tokens': 216335.0, 'completions/mean_length': 250.0, 'completions/min_length': 250.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 1.0, 'completions/mean_terminated_length': 0.0, 'completions/min_terminated_length': 0.0, 'completions/max_terminated_length': 0.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.1602210998535156, 'rewards/reward_semantic_fn/std': 0.8264784812927246, 'reward': 7.910221099853516, 'reward_std': 2.29205322265625, 'frac_reward_zero_std': 0.0, 'kl': 0.006639030063524842, 'entropy': 3.003851681947708, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.364284099981887, 'epoch': 0.052752293577981654}
Step: 93 - {'loss': 0.3115, 'grad_norm': 0.8164117336273193, 'learning_rate': 3.685714285714286e-05, 'num_tokens': 218637.0, 'completions/mean_length': 138.5, 'completions/min_length': 73.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 101.33333587646484, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 152.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': -2.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.753002643585205, 'rewards/reward_semantic_fn/std': 0.2712940573692322, 'reward': 6.253003120422363, 'reward_std': 0.2712939977645874, 'frac_reward_zero_std': 0.0, 'kl': 0.020990548422560096, 'entropy': 1.8780961334705353, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.706549699942116, 'epoch': 0.053325688073394495}
Step: 94 - {'loss': -0.2553, 'grad_norm': 0.7594624161720276, 'learning_rate': 3.671428571428572e-05, 'num_tokens': 220950.0, 'completions/mean_length': 125.25, 'completions/min_length': 87.0, 'completions/max_length': 218.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 125.25, 'completions/min_terminated_length': 87.0, 'completions/max_terminated_length': 218.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 1.7320507764816284, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.852128267288208, 'rewards/reward_semantic_fn/std': 1.0031393766403198, 'reward': 14.852128028869629, 'reward_std': 2.723013162612915, 'frac_reward_zero_std': 0.0, 'kl': 0.01611269253771752, 'entropy': 1.9088552594184875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.432005100010429, 'epoch': 0.05389908256880734}
Step: 95 - {'loss': 0.0058, 'grad_norm': 0.9917989373207092, 'learning_rate': 3.6571428571428576e-05, 'num_tokens': 223214.0, 'completions/mean_length': 122.0, 'completions/min_length': 67.0, 'completions/max_length': 222.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 122.0, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 222.0, 'rewards/reward_strict_format_fn/mean': 2.25, 'rewards/reward_strict_format_fn/std': 4.5, 'rewards/reward_accuracy_strict_fn/mean': 8.0, 'rewards/reward_accuracy_strict_fn/std': 8.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2729592323303223, 'rewards/reward_semantic_fn/std': 0.8793438076972961, 'reward': 13.522958755493164, 'reward_std': 13.350625991821289, 'frac_reward_zero_std': 0.0, 'kl': 0.01061274902895093, 'entropy': 3.090432822704315, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.586069600045448, 'epoch': 0.05447247706422018}
Step: 96 - {'loss': 0.075, 'grad_norm': 0.6896758675575256, 'learning_rate': 3.642857142857143e-05, 'num_tokens': 225621.0, 'completions/mean_length': 140.75, 'completions/min_length': 88.0, 'completions/max_length': 218.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 140.75, 'completions/min_terminated_length': 88.0, 'completions/max_terminated_length': 218.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.788742780685425, 'rewards/reward_semantic_fn/std': 0.29405346512794495, 'reward': 14.788742065429688, 'reward_std': 6.621169090270996, 'frac_reward_zero_std': 0.0, 'kl': 0.014797646668739617, 'entropy': 2.5803756415843964, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 10.45727609997266, 'epoch': 0.05504587155963303}
Step: 97 - {'loss': -0.0413, 'grad_norm': 0.8543074131011963, 'learning_rate': 3.628571428571429e-05, 'num_tokens': 227837.0, 'completions/mean_length': 117.0, 'completions/min_length': 92.0, 'completions/max_length': 165.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 117.0, 'completions/min_terminated_length': 92.0, 'completions/max_terminated_length': 165.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 3.0, 'rewards/reward_accuracy_strict_fn/mean': -2.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.775240421295166, 'rewards/reward_semantic_fn/std': 0.1277661770582199, 'reward': 4.775240421295166, 'reward_std': 3.0067195892333984, 'frac_reward_zero_std': 0.0, 'kl': 0.01127490890212357, 'entropy': 2.5332356691360474, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 8.112174700043397, 'epoch': 0.05561926605504587}
Step: 98 - {'loss': -0.3558, 'grad_norm': 0.600425660610199, 'learning_rate': 3.6142857142857146e-05, 'num_tokens': 230198.0, 'completions/mean_length': 144.25, 'completions/min_length': 69.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 109.0, 'completions/min_terminated_length': 69.0, 'completions/max_terminated_length': 183.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.4502460956573486, 'rewards/reward_semantic_fn/std': 0.18982623517513275, 'reward': 8.95024585723877, 'reward_std': 0.18982644379138947, 'frac_reward_zero_std': 0.0, 'kl': 0.00938331673387438, 'entropy': 2.3219556510448456, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.704176400031429, 'epoch': 0.05619266055045872}
Step: 99 - {'loss': -0.308, 'grad_norm': 0.9306609034538269, 'learning_rate': 3.6e-05, 'num_tokens': 232560.0, 'completions/mean_length': 122.5, 'completions/min_length': 71.0, 'completions/max_length': 224.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 122.5, 'completions/min_terminated_length': 71.0, 'completions/max_terminated_length': 224.0, 'rewards/reward_strict_format_fn/mean': 2.25, 'rewards/reward_strict_format_fn/std': 2.872281312942505, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.537415027618408, 'rewards/reward_semantic_fn/std': 1.3972513675689697, 'reward': 8.53741455078125, 'reward_std': 6.498904705047607, 'frac_reward_zero_std': 0.0, 'kl': 0.01144056860357523, 'entropy': 2.1317830681800842, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.292423499980941, 'epoch': 0.05676605504587156}
Step: 100 - {'loss': -0.2598, 'grad_norm': 0.5669270753860474, 'learning_rate': 3.585714285714286e-05, 'num_tokens': 235117.0, 'completions/mean_length': 185.25, 'completions/min_length': 67.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 163.6666717529297, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 244.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2955870628356934, 'rewards/reward_semantic_fn/std': 1.6701605319976807, 'reward': 14.295587539672852, 'reward_std': 5.335503578186035, 'frac_reward_zero_std': 0.0, 'kl': 0.006727079511620104, 'entropy': 1.527790755033493, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.75861940003233, 'epoch': 0.05733944954128441}
Step: 101 - {'loss': 0.0953, 'grad_norm': 0.8452083468437195, 'learning_rate': 3.571428571428572e-05, 'num_tokens': 237395.0, 'completions/mean_length': 109.5, 'completions/min_length': 93.0, 'completions/max_length': 125.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 109.5, 'completions/min_terminated_length': 93.0, 'completions/max_terminated_length': 125.0, 'rewards/reward_strict_format_fn/mean': 2.25, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.202047348022461, 'rewards/reward_semantic_fn/std': 0.842315137386322, 'reward': 14.452047348022461, 'reward_std': 1.964624285697937, 'frac_reward_zero_std': 0.0, 'kl': 0.013683632714673877, 'entropy': 2.0209440886974335, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.67415069998242, 'epoch': 0.05791284403669725}
Step: 102 - {'loss': 0.0355, 'grad_norm': 0.6930660605430603, 'learning_rate': 3.557142857142857e-05, 'num_tokens': 239820.0, 'completions/mean_length': 155.25, 'completions/min_length': 89.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 123.66667175292969, 'completions/min_terminated_length': 89.0, 'completions/max_terminated_length': 191.0, 'rewards/reward_strict_format_fn/mean': 2.25, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 2.0, 'rewards/reward_accuracy_strict_fn/std': 7.438638210296631, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.8111319541931152, 'rewards/reward_semantic_fn/std': 0.9408676624298096, 'reward': 7.061131477355957, 'reward_std': 9.531310081481934, 'frac_reward_zero_std': 0.0, 'kl': 0.013595521915704012, 'entropy': 2.9114858508110046, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.130311800021445, 'epoch': 0.058486238532110095}
Step: 103 - {'loss': 0.236, 'grad_norm': 0.6356030106544495, 'learning_rate': 3.5428571428571426e-05, 'num_tokens': 242363.0, 'completions/mean_length': 184.75, 'completions/min_length': 116.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 119.5, 'completions/min_terminated_length': 116.0, 'completions/max_terminated_length': 123.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 3.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.3062760829925537, 'rewards/reward_semantic_fn/std': 0.8939750790596008, 'reward': 12.806276321411133, 'reward_std': 4.991679668426514, 'frac_reward_zero_std': 0.0, 'kl': 0.008874207152985036, 'entropy': 2.9644142389297485, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.453617800027132, 'epoch': 0.059059633027522936}
Step: 104 - {'loss': 0.0317, 'grad_norm': 0.8096509575843811, 'learning_rate': 3.528571428571429e-05, 'num_tokens': 244599.0, 'completions/mean_length': 126.0, 'completions/min_length': 79.0, 'completions/max_length': 168.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 126.0, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 168.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.7796385288238525, 'rewards/reward_semantic_fn/std': 0.16488789021968842, 'reward': 14.779638290405273, 'reward_std': 6.413591384887695, 'frac_reward_zero_std': 0.0, 'kl': 0.011064432561397552, 'entropy': 2.4026772379875183, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 8.151047600025777, 'epoch': 0.05963302752293578}
Step: 105 - {'loss': -0.2002, 'grad_norm': 0.9889337420463562, 'learning_rate': 3.514285714285714e-05, 'num_tokens': 246799.0, 'completions/mean_length': 90.0, 'completions/min_length': 68.0, 'completions/max_length': 126.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.0, 'completions/min_terminated_length': 68.0, 'completions/max_terminated_length': 126.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.150012493133545, 'rewards/reward_semantic_fn/std': 0.7687180638313293, 'reward': 10.650012016296387, 'reward_std': 3.2338104248046875, 'frac_reward_zero_std': 0.0, 'kl': 0.00877279625274241, 'entropy': 1.6641109883785248, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.549305299995467, 'epoch': 0.060206422018348624}
Step: 106 - {'loss': 0.2219, 'grad_norm': 0.6129301190376282, 'learning_rate': 3.5e-05, 'num_tokens': 249304.0, 'completions/mean_length': 166.25, 'completions/min_length': 114.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 138.33334350585938, 'completions/min_terminated_length': 114.0, 'completions/max_terminated_length': 153.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 1.7320507764816284, 'rewards/reward_accuracy_strict_fn/mean': 4.75, 'rewards/reward_accuracy_strict_fn/std': 8.845903396606445, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.0075602531433105, 'rewards/reward_semantic_fn/std': 0.6810963749885559, 'reward': 10.757559776306152, 'reward_std': 9.18337345123291, 'frac_reward_zero_std': 0.0, 'kl': 0.014720417908392847, 'entropy': 1.8247421383857727, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.707225899997866, 'epoch': 0.06077981651376147}
Step: 107 - {'loss': -0.1404, 'grad_norm': 0.6658633947372437, 'learning_rate': 3.485714285714286e-05, 'num_tokens': 251714.0, 'completions/mean_length': 166.5, 'completions/min_length': 107.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 138.6666717529297, 'completions/min_terminated_length': 107.0, 'completions/max_terminated_length': 192.0, 'rewards/reward_strict_format_fn/mean': 1.5, 'rewards/reward_strict_format_fn/std': 6.0, 'rewards/reward_accuracy_strict_fn/mean': -0.25, 'rewards/reward_accuracy_strict_fn/std': 2.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 0.974117636680603, 'rewards/reward_semantic_fn/std': 1.4866446256637573, 'reward': 2.2241177558898926, 'reward_std': 9.106281280517578, 'frac_reward_zero_std': 0.0, 'kl': 0.025913576362654567, 'entropy': 2.107181131839752, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.617934400041122, 'epoch': 0.06135321100917431}
