INFO:accelerate.utils.modeling:We will use 90% of the memory on device 0 for storing the model, and 10% for the buffer to avoid OOM. You can set `max_memory` in to a higher value to use more memory (at your own risk).
{'loss': 3.3339, 'grad_norm': 2.124474287033081, 'learning_rate': 0.00019928122192273138, 'epoch': 0.013481631277384564}
{'loss': 0.395, 'grad_norm': 0.9427344799041748, 'learning_rate': 9.703504043126685e-06, 'epoch': 2.857431749241658}
{'loss': 0.423, 'grad_norm': 1.2003718614578247, 'learning_rate': 8.80503144654088e-06, 'epoch': 2.8709133805190428}
{'loss': 0.4173, 'grad_norm': 1.0474789142608643, 'learning_rate': 7.906558849955077e-06, 'epoch': 2.8843950117964274}
{'loss': 0.4353, 'grad_norm': 0.9715201258659363, 'learning_rate': 7.008086253369272e-06, 'epoch': 2.897876643073812}
{'loss': 0.4476, 'grad_norm': 1.2161160707473755, 'learning_rate': 6.1096136567834685e-06, 'epoch': 2.9113582743511968}
{'loss': 0.4254, 'grad_norm': 0.9953094124794006, 'learning_rate': 5.211141060197664e-06, 'epoch': 2.924839905628581}
{'loss': 0.3837, 'grad_norm': 1.1214966773986816, 'learning_rate': 4.31266846361186e-06, 'epoch': 2.9383215369059656}
{'loss': 0.4631, 'grad_norm': 1.0990244150161743, 'learning_rate': 3.414195867026056e-06, 'epoch': 2.9518031681833503}
{'loss': 0.4073, 'grad_norm': 1.1258927583694458, 'learning_rate': 2.515723270440252e-06, 'epoch': 2.9652847994607345}
{'loss': 0.375, 'grad_norm': 1.2531542778015137, 'learning_rate': 1.6172506738544475e-06, 'epoch': 2.978766430738119}
{'loss': 0.3974, 'grad_norm': 1.0684692859649658, 'learning_rate': 7.187780772686434e-07, 'epoch': 2.992248062015504}
{'train_runtime': 6161.561, 'train_samples_per_second': 1.445, 'train_steps_per_second': 0.361, 'total_flos': 5.34055342791721e+16, 'train_loss': 0.5912332901093517, 'epoch': 3.0}
