Caricamento Reward Model (Judge)...
--- Inizio GRPO Training (Final Version) ---
⚠️  LITE MODE: Riduzione dataset a 400 esempi...
Caricamento Modello SFT da sft_xml_output...
🚀 Avvio Training GRPO...
{'loss': 0.0374, 'grad_norm': 1.2265625, 'learning_rate': 1.9733333333333332e-06, 'num_tokens': 13630.0, 'completions/mean_length': 39.75, 'completions/min_length': 30.4, 'completions/max_length': 50.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 39.75, 'completions/min_terminated_length': 30.4, 'completions/max_terminated_length': 50.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.649799346923828, 'rewards/safety_judge_reward/std': 3.3924439907073975, 'rewards/brevity_reward/mean': 0.4362500011920929, 'rewards/brevity_reward/std': 0.12427972555160523, 'reward': 6.586049365997314, 'reward_std': 3.4718069076538085, 'frac_reward_zero_std': 0.0, 'entropy': 0.41445105262100695, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.807876279950142, 'epoch': 0.03}
{'loss': -0.0632, 'grad_norm': 1.6953125, 'learning_rate': 1.1066666666666667e-06, 'num_tokens': 379951.0, 'completions/mean_length': 40.775, 'completions/min_length': 30.4, 'completions/max_length': 52.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 40.775, 'completions/min_terminated_length': 30.4, 'completions/max_terminated_length': 52.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.9959701538085937, 'rewards/safety_judge_reward/std': 3.507745385169983, 'rewards/brevity_reward/mean': 0.40750000476837156, 'rewards/brevity_reward/std': 0.18117733895778657, 'reward': 4.903470206260681, 'reward_std': 3.473945426940918, 'frac_reward_zero_std': 0.0, 'entropy': 0.40456376038491726, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.293482999969275, 'epoch': 0.68}
{'loss': -0.037, 'grad_norm': 1.9296875, 'learning_rate': 1.0733333333333332e-06, 'num_tokens': 393926.0, 'completions/mean_length': 43.275, 'completions/min_length': 31.2, 'completions/max_length': 57.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.275, 'completions/min_terminated_length': 31.2, 'completions/max_terminated_length': 57.6, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.68521728515625, 'rewards/safety_judge_reward/std': 3.176024913787842, 'rewards/brevity_reward/mean': 0.2912500023841858, 'rewards/brevity_reward/std': 0.27385768592357634, 'reward': 5.476467227935791, 'reward_std': 3.2801681041717528, 'frac_reward_zero_std': 0.0, 'entropy': 0.3638219241052866, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.047609780007042, 'epoch': 0.7}
{'loss': -0.0118, 'grad_norm': 1.21875, 'learning_rate': 1.04e-06, 'num_tokens': 407894.0, 'completions/mean_length': 40.9, 'completions/min_length': 33.0, 'completions/max_length': 53.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 40.9, 'completions/min_terminated_length': 33.0, 'completions/max_terminated_length': 53.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.9424072265625, 'rewards/safety_judge_reward/std': 3.531803768873215, 'rewards/brevity_reward/mean': 0.41875, 'rewards/brevity_reward/std': 0.16532265841960908, 'reward': 4.8611572027206424, 'reward_std': 3.583916985988617, 'frac_reward_zero_std': 0.0, 'entropy': 0.3229191776365042, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.854671340016647, 'epoch': 0.72}
{'loss': -0.0012, 'grad_norm': 1.6328125, 'learning_rate': 1.0066666666666666e-06, 'num_tokens': 421631.0, 'completions/mean_length': 39.225, 'completions/min_length': 31.6, 'completions/max_length': 47.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 39.225, 'completions/min_terminated_length': 31.6, 'completions/max_terminated_length': 47.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 5.63466796875, 'rewards/safety_judge_reward/std': 1.4037848472595216, 'rewards/brevity_reward/mean': 0.425, 'rewards/brevity_reward/std': 0.13887301683425904, 'reward': 7.55966796875, 'reward_std': 1.4244291305541992, 'frac_reward_zero_std': 0.0, 'entropy': 0.3794067036360502, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.285272980039007, 'epoch': 0.75}
{'loss': 0.0255, 'grad_norm': 1.6328125, 'learning_rate': 9.733333333333333e-07, 'num_tokens': 435801.0, 'completions/mean_length': 43.55, 'completions/min_length': 34.4, 'completions/max_length': 53.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.55, 'completions/min_terminated_length': 34.4, 'completions/max_terminated_length': 53.6, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.7044403076171877, 'rewards/safety_judge_reward/std': 3.808688497543335, 'rewards/brevity_reward/mean': 0.3425000011920929, 'rewards/brevity_reward/std': 0.23951597213745118, 'reward': 4.546940326690674, 'reward_std': 3.9446348190307616, 'frac_reward_zero_std': 0.0, 'entropy': 0.34709668830037116, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.834269780176692, 'epoch': 0.78}
{'loss': -0.0197, 'grad_norm': 1.3515625, 'learning_rate': 9.399999999999999e-07, 'num_tokens': 449584.0, 'completions/mean_length': 41.775, 'completions/min_length': 33.0, 'completions/max_length': 49.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.775, 'completions/min_terminated_length': 33.0, 'completions/max_terminated_length': 49.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.2907562255859375, 'rewards/safety_judge_reward/std': 2.604544687271118, 'rewards/brevity_reward/mean': 0.44000000059604644, 'rewards/brevity_reward/std': 0.06480740904808044, 'reward': 5.230756235122681, 'reward_std': 2.651551866531372, 'frac_reward_zero_std': 0.0, 'entropy': 0.38287446908652784, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.536834619916045, 'epoch': 0.8}
{'loss': 0.0405, 'grad_norm': 1.2734375, 'learning_rate': 9.066666666666665e-07, 'num_tokens': 463284.0, 'completions/mean_length': 41.7, 'completions/min_length': 31.8, 'completions/max_length': 56.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.7, 'completions/min_terminated_length': 31.8, 'completions/max_terminated_length': 56.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.222048950195313, 'rewards/safety_judge_reward/std': 2.8756196022033693, 'rewards/brevity_reward/mean': 0.375, 'rewards/brevity_reward/std': 0.2401442974805832, 'reward': 6.097048950195313, 'reward_std': 2.984169030189514, 'frac_reward_zero_std': 0.0, 'entropy': 0.39600875303149224, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.606890659965575, 'epoch': 0.82}
{'loss': 0.0076, 'grad_norm': 1.40625, 'learning_rate': 8.733333333333333e-07, 'num_tokens': 477262.0, 'completions/mean_length': 41.55, 'completions/min_length': 30.6, 'completions/max_length': 55.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.55, 'completions/min_terminated_length': 30.6, 'completions/max_terminated_length': 55.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.1607086181640627, 'rewards/safety_judge_reward/std': 3.5465534210205076, 'rewards/brevity_reward/mean': 0.3612500011920929, 'rewards/brevity_reward/std': 0.228623166680336, 'reward': 5.021958637237549, 'reward_std': 3.6367570400238036, 'frac_reward_zero_std': 0.0, 'entropy': 0.34975819699466226, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.83935793992132, 'epoch': 0.85}
{'loss': 0.0134, 'grad_norm': 1.8828125, 'learning_rate': 8.399999999999999e-07, 'num_tokens': 491002.0, 'completions/mean_length': 38.9, 'completions/min_length': 31.6, 'completions/max_length': 47.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 38.9, 'completions/min_terminated_length': 31.6, 'completions/max_terminated_length': 47.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 5.742706298828125, 'rewards/safety_judge_reward/std': 1.6135711312294005, 'rewards/brevity_reward/mean': 0.425, 'rewards/brevity_reward/std': 0.1049972802400589, 'reward': 7.667706298828125, 'reward_std': 1.647972083091736, 'frac_reward_zero_std': 0.0, 'entropy': 0.43437174409627916, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.312624420085921, 'epoch': 0.88}
{'loss': 0.0236, 'grad_norm': 1.71875, 'learning_rate': 8.066666666666666e-07, 'num_tokens': 504774.0, 'completions/mean_length': 43.1, 'completions/min_length': 33.4, 'completions/max_length': 57.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.1, 'completions/min_terminated_length': 33.4, 'completions/max_terminated_length': 57.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 1.767401123046875, 'rewards/safety_judge_reward/std': 4.089828777313232, 'rewards/brevity_reward/mean': 0.3462499976158142, 'rewards/brevity_reward/std': 0.27804805636405944, 'reward': 3.613651180267334, 'reward_std': 4.143669700622558, 'frac_reward_zero_std': 0.0, 'entropy': 0.3636715792119503, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.138672059960664, 'epoch': 0.9}
{'loss': -0.0092, 'grad_norm': 1.625, 'learning_rate': 7.733333333333333e-07, 'num_tokens': 518630.0, 'completions/mean_length': 40.4, 'completions/min_length': 31.6, 'completions/max_length': 48.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 40.4, 'completions/min_terminated_length': 31.6, 'completions/max_terminated_length': 48.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.320892333984375, 'rewards/safety_judge_reward/std': 3.1156247317790986, 'rewards/brevity_reward/mean': 0.4425000011920929, 'rewards/brevity_reward/std': 0.09814751446247101, 'reward': 5.263392353057862, 'reward_std': 3.17738978266716, 'frac_reward_zero_std': 0.0, 'entropy': 0.3895910680294037, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.803985820058733, 'epoch': 0.93}
{'loss': 0.0184, 'grad_norm': 1.375, 'learning_rate': 7.4e-07, 'num_tokens': 532755.0, 'completions/mean_length': 43.325, 'completions/min_length': 33.6, 'completions/max_length': 55.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.325, 'completions/min_terminated_length': 33.6, 'completions/max_terminated_length': 55.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.9397216796875, 'rewards/safety_judge_reward/std': 3.2690605878829957, 'rewards/brevity_reward/mean': 0.44375, 'rewards/brevity_reward/std': 0.10151114761829376, 'reward': 4.883471727371216, 'reward_std': 3.3287155628204346, 'frac_reward_zero_std': 0.0, 'entropy': 0.36655367240309716, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.126545899990015, 'epoch': 0.95}
{'loss': 0.0092, 'grad_norm': 1.21875, 'learning_rate': 7.066666666666666e-07, 'num_tokens': 546689.0, 'completions/mean_length': 41.55, 'completions/min_length': 31.0, 'completions/max_length': 52.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.55, 'completions/min_terminated_length': 31.0, 'completions/max_terminated_length': 52.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.504022216796875, 'rewards/safety_judge_reward/std': 3.9554450511932373, 'rewards/brevity_reward/mean': 0.3349999964237213, 'rewards/brevity_reward/std': 0.155709907412529, 'reward': 4.339022159576416, 'reward_std': 3.98056321144104, 'frac_reward_zero_std': 0.0, 'entropy': 0.3909068264067173, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.329131099954248, 'epoch': 0.97}
{'loss': 0.0285, 'grad_norm': 0.91796875, 'learning_rate': 6.733333333333333e-07, 'num_tokens': 561021.0, 'completions/mean_length': 46.6, 'completions/min_length': 33.8, 'completions/max_length': 64.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 46.6, 'completions/min_terminated_length': 33.8, 'completions/max_terminated_length': 64.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.402703857421875, 'rewards/safety_judge_reward/std': 3.101732325553894, 'rewards/brevity_reward/mean': 0.25999999344348906, 'rewards/brevity_reward/std': 0.319660547375679, 'reward': 5.162703800201416, 'reward_std': 3.289162981510162, 'frac_reward_zero_std': 0.0, 'entropy': 0.37994050681591035, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.653270840039477, 'epoch': 1.0}
{'loss': -0.0178, 'grad_norm': 1.6171875, 'learning_rate': 6.4e-07, 'num_tokens': 574926.0, 'completions/mean_length': 41.625, 'completions/min_length': 32.4, 'completions/max_length': 52.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.625, 'completions/min_terminated_length': 32.4, 'completions/max_terminated_length': 52.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.589964294433594, 'rewards/safety_judge_reward/std': 2.74799485206604, 'rewards/brevity_reward/mean': 0.39249999821186066, 'rewards/brevity_reward/std': 0.2086513876914978, 'reward': 6.48246431350708, 'reward_std': 2.7260091304779053, 'frac_reward_zero_std': 0.0, 'entropy': 0.39388045370578767, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.974095559981652, 'epoch': 1.02}
{'loss': 0.0085, 'grad_norm': 1.46875, 'learning_rate': 6.066666666666666e-07, 'num_tokens': 588804.0, 'completions/mean_length': 43.65, 'completions/min_length': 34.0, 'completions/max_length': 57.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.65, 'completions/min_terminated_length': 34.0, 'completions/max_terminated_length': 57.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.332711029052734, 'rewards/safety_judge_reward/std': 3.206659746170044, 'rewards/brevity_reward/mean': 0.34375000596046446, 'rewards/brevity_reward/std': 0.2424604207277298, 'reward': 5.17646107673645, 'reward_std': 3.304780054092407, 'frac_reward_zero_std': 0.0, 'entropy': 0.3748744409531355, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.102700479980559, 'epoch': 1.05}
{'loss': -0.0138, 'grad_norm': 1.234375, 'learning_rate': 5.733333333333334e-07, 'num_tokens': 602523.0, 'completions/mean_length': 39.275, 'completions/min_length': 31.2, 'completions/max_length': 46.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 39.275, 'completions/min_terminated_length': 31.2, 'completions/max_terminated_length': 46.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.516668701171875, 'rewards/safety_judge_reward/std': 2.7160446405410767, 'rewards/brevity_reward/mean': 0.41500000059604647, 'rewards/brevity_reward/std': 0.09831791818141937, 'reward': 6.431668663024903, 'reward_std': 2.69695508480072, 'frac_reward_zero_std': 0.0, 'entropy': 0.34138502888381483, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.12647558003664, 'epoch': 1.07}
{'loss': -0.0041, 'grad_norm': 1.5078125, 'learning_rate': 5.4e-07, 'num_tokens': 616362.0, 'completions/mean_length': 41.175, 'completions/min_length': 33.0, 'completions/max_length': 52.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.175, 'completions/min_terminated_length': 33.0, 'completions/max_terminated_length': 52.2, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 4.519085693359375, 'rewards/safety_judge_reward/std': 2.577046889066696, 'rewards/brevity_reward/mean': 0.40249999761581423, 'rewards/brevity_reward/std': 0.16280000209808348, 'reward': 6.421585655212402, 'reward_std': 2.586940568685532, 'frac_reward_zero_std': 0.0, 'entropy': 0.42234982661902903, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.036982259969227, 'epoch': 1.1}
{'loss': -0.0145, 'grad_norm': 1.578125, 'learning_rate': 5.066666666666667e-07, 'num_tokens': 630179.0, 'completions/mean_length': 39.125, 'completions/min_length': 32.4, 'completions/max_length': 50.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 39.125, 'completions/min_terminated_length': 32.4, 'completions/max_terminated_length': 50.6, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 5.5139892578125, 'rewards/safety_judge_reward/std': 1.6837251901626586, 'rewards/brevity_reward/mean': 0.41875, 'rewards/brevity_reward/std': 0.12427326440811157, 'reward': 7.4327392578125, 'reward_std': 1.7272979974746705, 'frac_reward_zero_std': 0.0, 'entropy': 0.4035002440214157, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.822594280028715, 'epoch': 1.12}
{'loss': 0.0111, 'grad_norm': 1.6875, 'learning_rate': 4.733333333333333e-07, 'num_tokens': 643957.0, 'completions/mean_length': 37.35, 'completions/min_length': 29.8, 'completions/max_length': 49.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 37.35, 'completions/min_terminated_length': 29.8, 'completions/max_terminated_length': 49.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.57001953125, 'rewards/safety_judge_reward/std': 3.1847556114196776, 'rewards/brevity_reward/mean': 0.4225000023841858, 'rewards/brevity_reward/std': 0.15561958253383637, 'reward': 5.492519569396973, 'reward_std': 3.197826051712036, 'frac_reward_zero_std': 0.0, 'entropy': 0.3791566867381334, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.004564159992151, 'epoch': 1.15}
{'loss': -0.0073, 'grad_norm': 1.1875, 'learning_rate': 4.3999999999999997e-07, 'num_tokens': 658177.0, 'completions/mean_length': 45.2, 'completions/min_length': 33.0, 'completions/max_length': 59.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 45.2, 'completions/min_terminated_length': 33.0, 'completions/max_terminated_length': 59.6, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.1668117523193358, 'rewards/safety_judge_reward/std': 3.8085978507995604, 'rewards/brevity_reward/mean': 0.3137499988079071, 'rewards/brevity_reward/std': 0.2927166253328323, 'reward': 4.98056173324585, 'reward_std': 3.8868481636047365, 'frac_reward_zero_std': 0.0, 'entropy': 0.4100364770740271, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.386234700027853, 'epoch': 1.18}
{'loss': 0.0037, 'grad_norm': 1.28125, 'learning_rate': 4.0666666666666666e-07, 'num_tokens': 671976.0, 'completions/mean_length': 43.275, 'completions/min_length': 32.2, 'completions/max_length': 55.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 43.275, 'completions/min_terminated_length': 32.2, 'completions/max_terminated_length': 55.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 1.5633895874023438, 'rewards/safety_judge_reward/std': 4.845325660705567, 'rewards/brevity_reward/mean': 0.24124999940395356, 'rewards/brevity_reward/std': 0.27562541961669923, 'reward': 3.3046396255493162, 'reward_std': 5.041720581054688, 'frac_reward_zero_std': 0.0, 'entropy': 0.369406621158123, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.78784768008627, 'epoch': 1.2}
{'loss': 0.0543, 'grad_norm': 1.0859375, 'learning_rate': 3.7333333333333334e-07, 'num_tokens': 686128.0, 'completions/mean_length': 46.1, 'completions/min_length': 32.2, 'completions/max_length': 63.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 46.1, 'completions/min_terminated_length': 32.2, 'completions/max_terminated_length': 63.4, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.9223258972167967, 'rewards/safety_judge_reward/std': 3.2693217515945436, 'rewards/brevity_reward/mean': 0.2, 'rewards/brevity_reward/std': 0.3403196454048157, 'reward': 4.622325897216797, 'reward_std': 3.496523308753967, 'frac_reward_zero_std': 0.0, 'entropy': 0.424760789424181, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.150219560065306, 'epoch': 1.23}
{'loss': -0.0236, 'grad_norm': 1.0390625, 'learning_rate': 3.4000000000000003e-07, 'num_tokens': 700006.0, 'completions/mean_length': 38.45, 'completions/min_length': 28.4, 'completions/max_length': 49.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 38.45, 'completions/min_terminated_length': 28.4, 'completions/max_terminated_length': 49.8, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 2.9795909881591798, 'rewards/safety_judge_reward/std': 3.145370674133301, 'rewards/brevity_reward/mean': 0.4449999988079071, 'rewards/brevity_reward/std': 0.11690286695957183, 'reward': 4.924590969085694, 'reward_std': 3.1607476592063906, 'frac_reward_zero_std': 0.0, 'entropy': 0.36530546806752684, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.527504099998623, 'epoch': 1.25}
{'loss': 0.0018, 'grad_norm': 1.546875, 'learning_rate': 3.066666666666666e-07, 'num_tokens': 714131.0, 'completions/mean_length': 42.525, 'completions/min_length': 32.6, 'completions/max_length': 55.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 42.525, 'completions/min_terminated_length': 32.6, 'completions/max_terminated_length': 55.6, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.9914794921875, 'rewards/safety_judge_reward/std': 2.502651792764664, 'rewards/brevity_reward/mean': 0.3337500035762787, 'rewards/brevity_reward/std': 0.2654548823833466, 'reward': 5.825229358673096, 'reward_std': 2.5531446158885958, 'frac_reward_zero_std': 0.0, 'entropy': 0.4074809320271015, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.007913779979571, 'epoch': 1.27}
{'loss': 0.0122, 'grad_norm': 1.2421875, 'learning_rate': 2.733333333333333e-07, 'num_tokens': 728096.0, 'completions/mean_length': 41.425, 'completions/min_length': 32.6, 'completions/max_length': 52.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 41.425, 'completions/min_terminated_length': 32.6, 'completions/max_terminated_length': 52.0, 'rewards/xml_structure_reward/mean': 1.5, 'rewards/xml_structure_reward/std': 0.0, 'rewards/safety_judge_reward/mean': 3.52513427734375, 'rewards/safety_judge_reward/std': 2.8295816659927366, 'rewards/brevity_reward/mean': 0.3949999988079071, 'rewards/brevity_reward/std': 0.20663205683231353, 'reward': 5.420134258270264, 'reward_std': 2.9245816349983214, 'frac_reward_zero_std': 0.0, 'entropy': 0.386332742869854, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.254550719982944, 'epoch': 1.3}
