📥 Caricamento modello: Qwen/Qwen2.5-3B-Instruct...
🚀 Lancio Training Qwen 3B - Safe Rule Specialist Mode
Dataset: ../dataset_qwen_safe_only
{'loss': 0.0291, 'grad_norm': 0.0, 'learning_rate': 1.9733333333333336e-05, 'num_tokens': 8466.0, 'completions/mean_length': 29.05, 'completions/min_length': 21.2, 'completions/max_length': 42.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.05, 'completions/min_terminated_length': 21.2, 'completions/max_terminated_length': 42.2, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_trigger_action_relevance_fn/mean': 1.7125, 'rewards/reward_trigger_action_relevance_fn/std': 0.6464603900909424, 'reward': 2.6125, 'reward_std': 0.9293030977249146, 'frac_reward_zero_std': 0.8, 'entropy': 0.39450098648667337, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.77705787998857, 'epoch': 0.01}
{'loss': -0.0035, 'grad_norm': 1.921875, 'learning_rate': 1.04e-05, 'num_tokens': 251152.0, 'completions/mean_length': 28.225, 'completions/min_length': 22.2, 'completions/max_length': 32.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.225, 'completions/min_terminated_length': 22.2, 'completions/max_terminated_length': 32.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.45, 'rewards/reward_trigger_action_relevance_fn/std': 0.1414213538169861, 'reward': 4.45, 'reward_std': 0.1414213538169861, 'frac_reward_zero_std': 0.9, 'entropy': 0.3078702803701162, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.70844890003209, 'epoch': 0.15}
{'loss': 0.037, 'grad_norm': 1.421875, 'learning_rate': 1.0066666666666666e-05, 'num_tokens': 259953.0, 'completions/mean_length': 33.125, 'completions/min_length': 23.8, 'completions/max_length': 49.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 33.125, 'completions/min_terminated_length': 23.8, 'completions/max_terminated_length': 49.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4875, 'rewards/reward_trigger_action_relevance_fn/std': 0.03535533845424652, 'reward': 4.4875, 'reward_std': 0.03535533845424652, 'frac_reward_zero_std': 0.9, 'entropy': 0.34950852356851103, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.923503360024188, 'epoch': 0.15}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 9.733333333333334e-06, 'num_tokens': 268302.0, 'completions/mean_length': 28.125, 'completions/min_length': 23.0, 'completions/max_length': 35.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.125, 'completions/min_terminated_length': 23.0, 'completions/max_terminated_length': 35.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.33365765437483785, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.032074439991266, 'epoch': 0.16}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 9.4e-06, 'num_tokens': 276724.0, 'completions/mean_length': 29.95, 'completions/min_length': 21.8, 'completions/max_length': 44.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.95, 'completions/min_terminated_length': 21.8, 'completions/max_terminated_length': 44.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.33939315639436246, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.436504080018494, 'epoch': 0.16}
{'loss': 0.0439, 'grad_norm': 0.0, 'learning_rate': 9.066666666666667e-06, 'num_tokens': 285128.0, 'completions/mean_length': 29.9, 'completions/min_length': 19.6, 'completions/max_length': 43.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.9, 'completions/min_terminated_length': 19.6, 'completions/max_terminated_length': 43.2, 'rewards/reward_xml_format_fn/mean': 0.9, 'rewards/reward_xml_format_fn/std': 0.2828427076339722, 'rewards/reward_trigger_action_relevance_fn/mean': 3.35, 'rewards/reward_trigger_action_relevance_fn/std': 0.3854496479034424, 'reward': 4.25, 'reward_std': 0.6676183700561523, 'frac_reward_zero_std': 0.8, 'entropy': 0.35995175763964654, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.525801579991821, 'epoch': 0.17}
{'loss': 0.0383, 'grad_norm': 0.0, 'learning_rate': 8.733333333333333e-06, 'num_tokens': 294041.0, 'completions/mean_length': 32.225, 'completions/min_length': 21.2, 'completions/max_length': 50.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 32.225, 'completions/min_terminated_length': 21.2, 'completions/max_terminated_length': 50.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.3375, 'rewards/reward_trigger_action_relevance_fn/std': 0.27397160828113554, 'reward': 4.3375, 'reward_std': 0.27397160828113554, 'frac_reward_zero_std': 0.8, 'entropy': 0.3749001916497946, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 15.392141180002364, 'epoch': 0.17}
{'loss': 0.0186, 'grad_norm': 0.0, 'learning_rate': 8.400000000000001e-06, 'num_tokens': 303141.0, 'completions/mean_length': 34.3, 'completions/min_length': 26.2, 'completions/max_length': 46.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 34.3, 'completions/min_terminated_length': 26.2, 'completions/max_terminated_length': 46.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4875, 'rewards/reward_trigger_action_relevance_fn/std': 0.03535533845424652, 'reward': 4.4875, 'reward_std': 0.03535533845424652, 'frac_reward_zero_std': 0.9, 'entropy': 0.32860379237681625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.290465800004313, 'epoch': 0.18}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 8.066666666666667e-06, 'num_tokens': 311546.0, 'completions/mean_length': 28.625, 'completions/min_length': 20.8, 'completions/max_length': 37.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.625, 'completions/min_terminated_length': 20.8, 'completions/max_terminated_length': 37.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.3045678060501814, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.500234159990214, 'epoch': 0.18}
{'loss': 0.0347, 'grad_norm': 0.0, 'learning_rate': 7.733333333333334e-06, 'num_tokens': 320172.0, 'completions/mean_length': 30.95, 'completions/min_length': 22.0, 'completions/max_length': 47.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.95, 'completions/min_terminated_length': 22.0, 'completions/max_terminated_length': 47.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.475, 'rewards/reward_trigger_action_relevance_fn/std': 0.046291005611419675, 'reward': 4.475, 'reward_std': 0.046291005611419675, 'frac_reward_zero_std': 0.9, 'entropy': 0.3450984012335539, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.459463400009554, 'epoch': 0.19}
{'loss': 0.0036, 'grad_norm': 0.0, 'learning_rate': 7.4e-06, 'num_tokens': 328525.0, 'completions/mean_length': 29.125, 'completions/min_length': 22.8, 'completions/max_length': 36.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.125, 'completions/min_terminated_length': 22.8, 'completions/max_terminated_length': 36.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.45, 'rewards/reward_trigger_action_relevance_fn/std': 0.1414213538169861, 'reward': 4.45, 'reward_std': 0.1414213538169861, 'frac_reward_zero_std': 0.9, 'entropy': 0.3027405567467213, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.426994680025382, 'epoch': 0.19}
{'loss': 0.0223, 'grad_norm': 0.0, 'learning_rate': 7.066666666666667e-06, 'num_tokens': 337645.0, 'completions/mean_length': 29.7, 'completions/min_length': 23.4, 'completions/max_length': 39.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.7, 'completions/min_terminated_length': 23.4, 'completions/max_terminated_length': 39.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4375, 'rewards/reward_trigger_action_relevance_fn/std': 0.1767766922712326, 'reward': 4.4375, 'reward_std': 0.1767766922712326, 'frac_reward_zero_std': 0.8, 'entropy': 0.29729514978826044, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.424723379971692, 'epoch': 0.2}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 6.733333333333334e-06, 'num_tokens': 345806.0, 'completions/mean_length': 28.725, 'completions/min_length': 22.4, 'completions/max_length': 34.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.725, 'completions/min_terminated_length': 22.4, 'completions/max_terminated_length': 34.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.2936435531824827, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.832234380004229, 'epoch': 0.2}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 6.4000000000000006e-06, 'num_tokens': 354375.0, 'completions/mean_length': 27.825, 'completions/min_length': 22.4, 'completions/max_length': 35.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 27.825, 'completions/min_terminated_length': 22.4, 'completions/max_terminated_length': 35.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.3093273377045989, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.10334184000385, 'epoch': 0.21}
{'loss': 0.023, 'grad_norm': 0.0, 'learning_rate': 6.066666666666667e-06, 'num_tokens': 362702.0, 'completions/mean_length': 30.975, 'completions/min_length': 22.2, 'completions/max_length': 44.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.975, 'completions/min_terminated_length': 22.2, 'completions/max_terminated_length': 44.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4375, 'rewards/reward_trigger_action_relevance_fn/std': 0.1767766922712326, 'reward': 4.4375, 'reward_std': 0.1767766922712326, 'frac_reward_zero_std': 0.8, 'entropy': 0.32601770050823686, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.629885180003475, 'epoch': 0.21}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 5.733333333333334e-06, 'num_tokens': 371140.0, 'completions/mean_length': 30.55, 'completions/min_length': 22.8, 'completions/max_length': 38.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.55, 'completions/min_terminated_length': 22.8, 'completions/max_terminated_length': 38.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.2925217039883137, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.561356939986581, 'epoch': 0.22}
{'loss': 0.0247, 'grad_norm': 0.0, 'learning_rate': 5.400000000000001e-06, 'num_tokens': 379788.0, 'completions/mean_length': 28.0, 'completions/min_length': 18.8, 'completions/max_length': 42.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.0, 'completions/min_terminated_length': 18.8, 'completions/max_terminated_length': 42.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4875, 'rewards/reward_trigger_action_relevance_fn/std': 0.03535533845424652, 'reward': 4.4875, 'reward_std': 0.03535533845424652, 'frac_reward_zero_std': 0.9, 'entropy': 0.34446415938436986, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.494513160001953, 'epoch': 0.22}
{'loss': -0.0052, 'grad_norm': 0.0, 'learning_rate': 5.0666666666666676e-06, 'num_tokens': 388168.0, 'completions/mean_length': 27.0, 'completions/min_length': 22.0, 'completions/max_length': 32.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 27.0, 'completions/min_terminated_length': 22.0, 'completions/max_terminated_length': 32.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.45, 'rewards/reward_trigger_action_relevance_fn/std': 0.1414213538169861, 'reward': 4.45, 'reward_std': 0.1414213538169861, 'frac_reward_zero_std': 0.9, 'entropy': 0.2935920670628548, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.472293760022149, 'epoch': 0.23}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 4.7333333333333335e-06, 'num_tokens': 396816.0, 'completions/mean_length': 30.2, 'completions/min_length': 22.0, 'completions/max_length': 42.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.2, 'completions/min_terminated_length': 22.0, 'completions/max_terminated_length': 42.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.2642985239624977, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.425074399996083, 'epoch': 0.23}
{'loss': -0.0235, 'grad_norm': 0.0, 'learning_rate': 4.4e-06, 'num_tokens': 405309.0, 'completions/mean_length': 28.525, 'completions/min_length': 20.8, 'completions/max_length': 35.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 28.525, 'completions/min_terminated_length': 20.8, 'completions/max_terminated_length': 35.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4375, 'rewards/reward_trigger_action_relevance_fn/std': 0.1767766922712326, 'reward': 4.4375, 'reward_std': 0.1767766922712326, 'frac_reward_zero_std': 0.8, 'entropy': 0.3187701918184757, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.344713179994141, 'epoch': 0.24}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 4.066666666666667e-06, 'num_tokens': 413849.0, 'completions/mean_length': 30.6, 'completions/min_length': 20.6, 'completions/max_length': 49.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.6, 'completions/min_terminated_length': 20.6, 'completions/max_terminated_length': 49.8, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.30333314947783946, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 14.825582620000933, 'epoch': 0.24}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 3.7333333333333337e-06, 'num_tokens': 422727.0, 'completions/mean_length': 30.15, 'completions/min_length': 25.4, 'completions/max_length': 34.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.15, 'completions/min_terminated_length': 25.4, 'completions/max_terminated_length': 34.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.26932620648294686, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.075395679980284, 'epoch': 0.25}
{'loss': 0.0215, 'grad_norm': 0.0, 'learning_rate': 3.4000000000000005e-06, 'num_tokens': 431013.0, 'completions/mean_length': 27.65, 'completions/min_length': 23.0, 'completions/max_length': 38.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 27.65, 'completions/min_terminated_length': 23.0, 'completions/max_terminated_length': 38.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.15, 'rewards/reward_trigger_action_relevance_fn/std': 0.6380730509757996, 'reward': 4.15, 'reward_std': 0.6380730509757996, 'frac_reward_zero_std': 0.7, 'entropy': 0.265443479642272, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.746314839989646, 'epoch': 0.25}
{'loss': -0.021, 'grad_norm': 2.09375, 'learning_rate': 3.066666666666667e-06, 'num_tokens': 439629.0, 'completions/mean_length': 26.4, 'completions/min_length': 20.8, 'completions/max_length': 38.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 26.4, 'completions/min_terminated_length': 20.8, 'completions/max_terminated_length': 38.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.35, 'rewards/reward_trigger_action_relevance_fn/std': 0.3265853762626648, 'reward': 4.35, 'reward_std': 0.3265853762626648, 'frac_reward_zero_std': 0.8, 'entropy': 0.32992164976894855, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.012074960034806, 'epoch': 0.26}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 2.7333333333333336e-06, 'num_tokens': 448033.0, 'completions/mean_length': 29.4, 'completions/min_length': 23.0, 'completions/max_length': 41.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.4, 'completions/min_terminated_length': 23.0, 'completions/max_terminated_length': 41.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.312310528755188, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.310375180019765, 'epoch': 0.27}
{'loss': -0.0073, 'grad_norm': 0.0, 'learning_rate': 2.4000000000000003e-06, 'num_tokens': 456653.0, 'completions/mean_length': 29.0, 'completions/min_length': 23.0, 'completions/max_length': 37.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 29.0, 'completions/min_terminated_length': 23.0, 'completions/max_terminated_length': 37.2, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4875, 'rewards/reward_trigger_action_relevance_fn/std': 0.03535533845424652, 'reward': 4.4875, 'reward_std': 0.03535533845424652, 'frac_reward_zero_std': 0.9, 'entropy': 0.3093374392017722, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.374299199983943, 'epoch': 0.27}
{'loss': -0.0111, 'grad_norm': 0.0, 'learning_rate': 2.0666666666666666e-06, 'num_tokens': 465026.0, 'completions/mean_length': 26.725, 'completions/min_length': 20.2, 'completions/max_length': 34.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 26.725, 'completions/min_terminated_length': 20.2, 'completions/max_terminated_length': 34.6, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.4875, 'rewards/reward_trigger_action_relevance_fn/std': 0.03535533845424652, 'reward': 4.4875, 'reward_std': 0.03535533845424652, 'frac_reward_zero_std': 0.9, 'entropy': 0.2927133642137051, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.938655880006262, 'epoch': 0.28}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.7333333333333336e-06, 'num_tokens': 473661.0, 'completions/mean_length': 27.075, 'completions/min_length': 23.4, 'completions/max_length': 34.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 27.075, 'completions/min_terminated_length': 23.4, 'completions/max_terminated_length': 34.0, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.31060302816331387, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.859814380010357, 'epoch': 0.28}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.4000000000000001e-06, 'num_tokens': 482533.0, 'completions/mean_length': 30.5, 'completions/min_length': 23.4, 'completions/max_length': 39.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 30.5, 'completions/min_terminated_length': 23.4, 'completions/max_terminated_length': 39.4, 'rewards/reward_xml_format_fn/mean': 1.0, 'rewards/reward_xml_format_fn/std': 0.0, 'rewards/reward_trigger_action_relevance_fn/mean': 3.5, 'rewards/reward_trigger_action_relevance_fn/std': 0.0, 'reward': 4.5, 'reward_std': 0.0, 'frac_reward_zero_std': 1.0, 'entropy': 0.3520898919552565, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 13.104073639999843, 'epoch': 0.29}
